m.z	mode	p.value	t.score
996.82388	negative	0.096587	1.7653
117.02044	negative	0.0966	1.7652
222.88838	positive	0.09671	-1.7646
131.03618	negative	0.097075	-1.7625
112.08674	positive	0.097165	1.762
142.92882	negative	0.097173	-1.7619
277.14422	negative	0.097353	1.7609
504.85587	positive	0.097404	-1.7606
316.32048	positive	0.097461	1.7603
278.60927	positive	0.097904	1.7577
109.52158	positive	0.097978	1.7573
189.01683	negative	0.098493	1.7544
218.91947	positive	0.098575	1.7539
196.01657	positive	0.098602	1.7538
371.90069	negative	0.098903	1.7521
158.15379	positive	0.099051	1.7512
239.05947	negative	0.099319	1.7497
131.11783	positive	0.099567	1.7483
141.10224	positive	0.099579	-1.7482
712.81638	positive	0.099893	1.7465
334.83661	positive	0.0999	-1.7464
268.10383	positive	0.099979	1.746
244.09261	positive	0.10024	-1.7445
189.9314	negative	0.10082	-1.7413
216.15926	positive	0.10086	-1.7411
177.12318	positive	0.10088	1.741
99.35868	positive	0.10093	1.7407
385.87315	negative	0.10119	1.7393
283.22401	positive	0.10126	-1.7389
97.51426	positive	0.10146	-1.7377
156.99055	positive	0.10153	1.7374
152.9948586	positive	0.1016	-1.737
132.0565533	negative	0.10175	-1.7361
158.00275	positive	0.10233	-1.733
348.06976	positive	0.1024	-1.7325
421.13614	negative	0.1025	-1.732
141.98323	positive	0.1027	1.7309
295.95334	positive	0.10322	-1.7281
201.80201	negative	0.10356	-1.7262
217.85366	negative	0.10361	-1.7259
526.26617	negative	0.1039	1.7244
303.89689	positive	0.10407	1.7234
163.99034	positive	0.10434	1.722
181.98812	positive	0.10466	1.7203
155.99342	positive	0.10494	1.7188
310.9307	negative	0.10516	1.7176
155.99332	positive	0.10533	1.7167
818.60281	positive	0.10545	-1.7161
201.11319	negative	0.10576	-1.7144
209.07936	negative	0.10616	-1.7123
161.91341	negative	0.10619	1.7121
167.01272	positive	0.10637	-1.7111
116.02525	negative	0.10645	1.7107
97.51429384	positive	0.10648	-1.7105
180.98961	positive	0.10664	1.7097
146.92323	negative	0.1067	1.7094
205.83948	negative	0.10682	-1.7088
199.8509	negative	0.10698	1.7079
118.06504	negative	0.10721	-1.7067
146.96582523	negative	0.10736	1.7059
98.98411	positive	0.10759	-1.7047
644.82961	positive	0.10774	1.7039
109.52154	positive	0.10785	-1.7033
180.98962	positive	0.10836	1.7007
195.12249	positive	0.10839	1.7005
109.5215532	positive	0.10853	-1.6997
131.97415	positive	0.10866	1.6991
229.90072	negative	0.10886	-1.698
135.11671	positive	0.10888	1.6979
284.06401	positive	0.10903	-1.6971
158.96397	positive	0.10931	-1.6957
156.9907	positive	0.10942	-1.6951
111.96828484	positive	0.10954	-1.6945
647.45686	positive	0.10963	-1.694
179.98536	positive	0.10978	-1.6933
165.9828	positive	0.11004	-1.6919
112.96672	positive	0.11004	-1.6919
282.91008	positive	0.11037	-1.6902
90.0912	positive	0.11095	-1.6872
444.05555	positive	0.11138	-1.6851
142.96179	positive	0.11144	1.6848
190.86325	negative	0.11184	-1.6827
301.28437	positive	0.11199	1.6819
212.98583	positive	0.11237	1.68
152.98677	positive	0.11241	-1.6798
528.27207	negative	0.1125	1.6793
155.99133	negative	0.11304	-1.6766
384.76585	negative	0.11321	-1.6758
241.79301	negative	0.11394	1.6721
327.25376	negative	0.11508	1.6665
135.97085581	negative	0.11533	-1.6652
287.88847	positive	0.11549	1.6644
186.98074	positive	0.1155	1.6644
174.86386	negative	0.11571	-1.6633
161.92557	negative	0.11582	-1.6628
326.91958666	positive	0.11583	-1.6627
315.14106	positive	0.11583	1.6627
123.94069	positive	0.11588	-1.6625
790.47162	positive	0.11597	-1.662
466.96686	negative	0.11611	-1.6613
169.08433	positive	0.11682	-1.6579
285.90811	negative	0.11697	1.6571
393.20874	positive	0.11717	-1.6561
300.20111	positive	0.11736	1.6552
324.7342	positive	0.11737	-1.6552
664.8718	negative	0.11794	-1.6524
474.87858	negative	0.11804	1.6519
96.28211	negative	0.11832	-1.6506
109.52157	positive	0.1184	-1.6501
297.04688	negative	0.11868	1.6488
353.82864	positive	0.11881	1.6482
246.14403	negative	0.1189	1.6477
773.49085	positive	0.11909	-1.6469
215.0889	positive	0.11945	-1.6451
187.94168	negative	0.11957	1.6445
139.08649	positive	0.11964	1.6442
107.06532	positive	0.11967	-1.644
282.98954	negative	0.11969	1.6439
310.85982	positive	0.11976	-1.6436
144.13817	positive	0.12021	1.6415
284.84068655	negative	0.12022	1.6414
299.10974	positive	0.12024	-1.6413
92.98078	positive	0.12034	-1.6408
107.03616	negative	0.12043	1.6404
120.05654	negative	0.12113	-1.6371
292.1629	positive	0.12114	1.637
111.039	positive	0.12134	1.6361
88.509	positive	0.12141	1.6357
378.91805	negative	0.12209	1.6325
512.88778	positive	0.12249	-1.6306
338.85886	negative	0.12269	-1.6297
193.84478	negative	0.12278	-1.6293
410.81189	negative	0.12304	-1.6281
928.83583	negative	0.12348	1.626
267.01268	positive	0.12458	-1.6209
345.18767	positive	0.12478	-1.6199
333.15149	positive	0.12507	-1.6186
246.07149	positive	0.12532	-1.6175
113.96357	positive	0.12577	-1.6154
130.53311	positive	0.12591	-1.6147
241.18068	negative	0.12646	1.6123
233.85586	negative	0.12676	1.6109
285.89317	positive	0.12676	-1.6109
86.09635	positive	0.1268	-1.6107
208.83683	negative	0.12691	1.6102
345.13174	negative	0.12697	1.6099
158.15384	positive	0.12701	1.6097
89.00822877	positive	0.12711	1.6093
324.85836	negative	0.12722	-1.6088
657.38643	negative	0.12734	1.6082
196.01654	positive	0.12736	-1.6081
140.98603	negative	0.12767	-1.6067
246.94438	negative	0.12775	1.6064
214.85912	negative	0.12778	-1.6062
444.67228	positive	0.12822	1.6042
341.99912	negative	0.12829	-1.6039
131.92966	positive	0.1291	1.6003
97.51429433	positive	0.13026	-1.5951
90.97658	positive	0.13042	-1.5944
196.01686	positive	0.13053	-1.5938
110.07117	positive	0.13074	-1.5929
106.04087524	negative	0.13177	-1.5884
331.26386	negative	0.13198	1.5874
457.22568	negative	0.13272	1.5842
195.13784	positive	0.13307	-1.5826
199.97518554	positive	0.13327	-1.5817
142.08634	positive	0.13387	-1.5792
283.19099	negative	0.13401	1.5785
305.89901491	positive	0.13412	-1.578
305.899	positive	0.13427	1.5774
106.04087	negative	0.13453	-1.5763
292.16293	positive	0.13472	-1.5754
111.52178828	positive	0.13507	-1.5739
299.06879	negative	0.13526	-1.5731
489.12324	negative	0.13577	-1.5709
154.03695	negative	0.13677	1.5666
338.1559	negative	0.13684	-1.5663
500.78339	negative	0.13718	-1.5648
183.06045	negative	0.13723	-1.5647
113.96357745	positive	0.13767	-1.5628
171.06617	negative	0.13804	-1.5612
137.07261	positive	0.13817	-1.5606
359.16707	positive	0.13818	-1.5606
175.01221	positive	0.13825	-1.5603
248.08999	positive	0.13918	1.5563
283.84345	negative	0.13978	1.5538
691.3815	negative	0.13989	1.5534
316.94757	negative	0.14004	1.5527
334.09055	negative	0.14005	-1.5527
210.83407	negative	0.14035	1.5514
109.52152411	positive	0.1413	1.5474
504.86646	positive	0.14147	-1.5468
98.0135571	positive	0.1417	-1.5458
248.02284	positive	0.14186	-1.5451
300.82548	positive	0.1419	1.545
313.12806	negative	0.14195	1.5448
412.96614	negative	0.14196	-1.5447
178.94925	positive	0.14212	-1.5441
97.99126	positive	0.1422	1.5438
395.21997	negative	0.14227	1.5434
217.86087	negative	0.14232	-1.5432
112.96669724	positive	0.14234	-1.5432
257.1754	negative	0.1428	1.5412
109.5215813	positive	0.14331	-1.5392
239.09236	negative	0.14341	1.5387
222.00175	negative	0.14358	-1.538
794.46503	positive	0.14369	-1.5376
512.98074	negative	0.14394	-1.5366
203.05252	positive	0.14411	1.5359
368.97644	negative	0.14419	-1.5355
279.76664	negative	0.14494	1.5325
199.49534	positive	0.14508	-1.5319
252.14391	positive	0.14525	1.5312
97.51428	positive	0.14546	-1.5304
161.91345	negative	0.14566	-1.5295
354.82822	negative	0.14566	1.5295
193.13118	positive	0.14593	-1.5285
413.265512	positive	0.14598	-1.5282
381.29686	positive	0.14693	-1.5244
129.95852329	positive	0.14811	1.5197
478.843	positive	0.14826	1.5191
125.0525	negative	0.14852	-1.518
205.96612	negative	0.1486	-1.5177
327.00738	positive	0.1486	1.5177
164.92995	positive	0.14902	-1.516
381.87155	negative	0.14909	-1.5157
209.10186	positive	0.14924	-1.5152
140.06813	positive	0.14954	-1.5139
197.0943	positive	0.14954	-1.5139
185.0232	positive	0.14955	-1.5139
324.99148	negative	0.14968	-1.5134
193.92992223	positive	0.15025	-1.5111
118.04088	negative	0.15027	1.5111
315.7694	negative	0.15037	-1.5107
325.78923	positive	0.15084	-1.5088
318.88604295	positive	0.15103	-1.5081
257.91328	negative	0.15132	1.5069
125.98617	positive	0.15146	-1.5064
111.03906	positive	0.15161	-1.5058
302.89853	positive	0.15179	1.5051
263.16496	negative	0.15193	1.5045
181.98809	positive	0.15193	-1.5045
110.01981	positive	0.15195	1.5045
175.95659	positive	0.15211	-1.5038
157.98083	positive	0.15232	-1.503
100.50986	positive	0.15236	-1.5028
428.87338	negative	0.1525	1.5023
558.85531	positive	0.15291	1.5007
110.04489	negative	0.1536	-1.498
312.83561	negative	0.15397	1.4966
174.14873	positive	0.15412	1.496
214.85915	negative	0.1547	-1.4937
112.05046	positive	0.15512	-1.4921
109.04055	negative	0.15512	-1.4921
421.31662	positive	0.15512	-1.4921
113.05963	positive	0.15583	-1.4894
111.96826	positive	0.1561	-1.4884
335.12482	positive	0.15651	-1.4868
324.83329	negative	0.15661	1.4864
744.58821	positive	0.15699	1.485
94.045	positive	0.15705	1.4847
203.84418	negative	0.15713	-1.4844
136.06363	positive	0.15729	1.4838
116.10682	positive	0.15733	1.4837
189.87069	negative	0.15869	-1.4785
158.89294	negative	0.15898	1.4774
140.95122	positive	0.15914	1.4768
284.33082	positive	0.1598	1.4743
245.09946	positive	0.16074	-1.4708
213.98262	positive	0.16089	-1.4702
196.0165794	positive	0.16089	-1.4702
275.87939	negative	0.1613	-1.4687
123.90181	negative	0.16137	-1.4685
298.8069	negative	0.16138	-1.4684
146.96575	negative	0.16153	1.4679
201.07327	positive	0.162	-1.4661
98.98416	positive	0.16228	-1.4651
200.99556931	positive	0.1624	-1.4646
214.8591286	negative	0.16246	-1.4644
612.60175	positive	0.16298	-1.4625
392.84573	negative	0.16313	1.4619
160.93533574	negative	0.16325	-1.4615
200.85874	negative	0.16351	-1.4605
565.42824	positive	0.16361	1.4601
289.88887	positive	0.16368	1.4599
490.42482	positive	0.16438	-1.4573
269.21186	negative	0.16445	-1.4571
180.97298896	negative	0.16487	-1.4555
128.95068	positive	0.1659	1.4518
336.8338	positive	0.16606	-1.4512
330.82027	positive	0.16609	-1.4511
338.76051	negative	0.16625	1.4505
117.10217	positive	0.16712	-1.4473
165.09087	positive	0.16715	1.4472
780.80292	positive	0.16855	1.4422
395.78042	negative	0.16882	1.4412
785.58572	positive	0.16883	1.4411
318.88607	positive	0.16918	-1.4399
98.98409	positive	0.16923	-1.4397
159.96906	positive	0.16951	1.4387
508.80316	positive	0.16965	-1.4382
1080.7852	negative	0.16968	-1.4381
112.51951	positive	0.17011	1.4366
163.99032	positive	0.17155	1.4314
328.90339336	negative	0.17168	-1.431
207.13892	negative	0.17209	-1.4295
766.57123	positive	0.17219	1.4292
137.02428	negative	0.17261	-1.4277
277.97877	positive	0.17289	-1.4267
220.84888	negative	0.17347	1.4247
116.92094	negative	0.17358	-1.4243
145.9416	negative	0.17358	1.4243
808.58268	positive	0.17362	1.4241
187.10764	positive	0.17425	-1.4219
187.13387	negative	0.17457	1.4208
88.50901583	positive	0.17477	1.4201
205.9661	negative	0.17598	-1.4159
108.02266	positive	0.17619	1.4152
146.98018928	positive	0.17629	1.4148
89.50666907	positive	0.1764	-1.4144
283.83941	positive	0.17714	1.4119
90.97662	positive	0.17725	-1.4115
200.99559	positive	0.17756	-1.4104
124.08684	positive	0.17855	1.407
90.00959237	negative	0.17857	-1.407
421.26464	positive	0.17891	-1.4058
332.84147	positive	0.17892	-1.4057
315.25386	negative	0.17896	-1.4056
293.1755	negative	0.17931	1.4044
136.89165	negative	0.17947	1.4039
565.92991	positive	0.18021	1.4014
207.1239	positive	0.18041	-1.4007
783.47537	positive	0.1811	-1.3983
114.98972	negative	0.18174	-1.3962
174.93807	positive	0.18207	1.395
98.01341	positive	0.1823	-1.3943
424.8111	negative	0.18252	-1.3935
89.50668133	positive	0.18291	-1.3922
217.0424	negative	0.18446	1.387
110.07107	positive	0.18458	-1.3866
161.84978	negative	0.18486	-1.3857
245.17549	negative	0.18507	1.385
146.16513	positive	0.18545	1.3837
92.02526	negative	0.18569	-1.3829
218.85362	negative	0.18596	1.382
299.91882	negative	0.1861	-1.3815
121.52075	positive	0.18626	-1.381
146.96584	negative	0.18671	1.3795
289.12558	positive	0.18678	1.3793
228.06425	negative	0.18696	-1.3787
118.04083	negative	0.18736	1.3774
247.16626	positive	0.18748	-1.377
331.28378	positive	0.18778	-1.376
566.88718	positive	0.18818	-1.3747
189.15959	positive	0.1883	-1.3743
188.00038	positive	0.18948	-1.3704
777.4841	positive	0.18992	-1.369
185.07608	negative	0.19048	1.3672
144.11309	positive	0.19056	1.3669
193.92989	positive	0.19064	-1.3666
171.99285	positive	0.19078	-1.3662
622.89161	negative	0.19082	1.366
101.93355	negative	0.19101	-1.3654
180.97291	negative	0.19107	-1.3652
134.11746475	positive	0.19162	1.3635
183.98844	positive	0.19164	1.3634
152.9948	positive	0.19189	-1.3626
324.85841	negative	0.19252	-1.3605
122.96393455	positive	0.19287	-1.3594
123.04825	negative	0.19301	1.359
133.09697	positive	0.19302	1.3589
105.03759	negative	0.19308	1.3587
398.15094	negative	0.19322	-1.3583
169.9772868	positive	0.19344	-1.3576
233.00648	negative	0.19348	-1.3574
166.83485	negative	0.19386	-1.3562
326.90312	negative	0.19391	-1.3561
367.24629	negative	0.19393	1.356
156.07215	positive	0.19407	-1.3556
159.10255	negative	0.19477	1.3533
112.96675	positive	0.19494	1.3528
138.99519	positive	0.19503	1.3525
100.03044	negative	0.19571	-1.3503
95.04903	positive	0.19648	-1.3478
467.73552	positive	0.19785	-1.3435
365.13504	positive	0.198	1.3431
107.51723412	positive	0.19847	-1.3415
790.57034	positive	0.19858	-1.3412
200.8587	negative	0.1989	-1.3402
174.95326	positive	0.19908	-1.3396
283.8435	negative	0.19932	-1.3389
149.055	negative	0.19975	1.3375
111.52176	positive	0.19993	1.337
140.95118	positive	0.20056	1.335
112.51953	positive	0.20078	1.3343
149.04591	positive	0.20121	-1.333
271.15479	negative	0.20151	-1.332
163.99042944	positive	0.20164	-1.3316
109.02229	positive	0.20192	-1.3308
88.50901	positive	0.20328	1.3266
134.1174665	positive	0.20345	-1.326
816.58539	positive	0.20358	-1.3256
297.82683	negative	0.20361	-1.3255
353.14888	negative	0.20394	-1.3245
106.04087263	negative	0.20398	1.3244
225.14946	negative	0.20428	1.3235
119.12595	positive	0.20436	-1.3232
182.98844	negative	0.20442	-1.323
375.87767	negative	0.2046	-1.3225
132.86769	negative	0.20479	1.3219
213.98269	positive	0.20494	-1.3214
310.85413	positive	0.20512	1.3209
338.85888	negative	0.20553	1.3196
378.72836	positive	0.20569	-1.3191
215.86824	negative	0.20685	-1.3156
330.8988	negative	0.20689	-1.3155
88.50901504	positive	0.20753	1.3135
98.51797	positive	0.20771	1.313
760.8186	positive	0.20782	1.3127
129.93454	positive	0.2081	1.3118
257.84622	negative	0.20899	1.3091
351.83098	negative	0.20971	-1.3069
207.93107838	negative	0.21067	-1.304
344.97885	negative	0.21128	-1.3022
267.84753	negative	0.21192	1.3003
101.00995	positive	0.21267	1.298
345.96563	positive	0.21291	-1.2973
330.89882	negative	0.21391	1.2944
312.6761	positive	0.21396	-1.2942
88.46668	positive	0.21405	-1.2939
111.52177	positive	0.21448	-1.2927
576.8429	positive	0.21554	1.2895
161.89392	negative	0.21685	1.2857
156.99054	positive	0.21751	-1.2837
136.05161	negative	0.21775	-1.2831
316.94766	negative	0.21794	-1.2825
452.92229	negative	0.21813	1.2819
423.9537	positive	0.21827	-1.2815
214.0502	positive	0.21884	-1.2799
514.89242	negative	0.21897	-1.2795
126.88096	negative	0.2194	-1.2782
310.17372	negative	0.21982	1.277
213.14842	positive	0.22023	-1.2758
322.88614	positive	0.22037	-1.2754
324.83324	negative	0.22111	1.2733
102.0461	negative	0.22146	-1.2723
110.52152	positive	0.2217	1.2716
178.99061	positive	0.22172	-1.2715
98.51186	positive	0.22185	1.2711
299.05536	positive	0.22195	1.2709
287.01516	positive	0.22206	1.2705
111.96831	positive	0.2222	-1.2701
171.10259	negative	0.22306	1.2677
207.91843	negative	0.22321	-1.2672
99.53104207	positive	0.22392	-1.2652
227.63417	positive	0.22423	-1.2643
250.98722	negative	0.22534	-1.2611
184.88963	negative	0.22572	-1.26
500.27738	negative	0.22605	1.2591
190.96674	positive	0.2261	-1.259
355.28365	positive	0.22646	1.2579
356.82349	negative	0.22663	1.2575
218.17488	positive	0.22691	-1.2567
129.97566	negative	0.22727	-1.2557
109.02228	positive	0.22744	-1.2552
410.22125	negative	0.22758	-1.2548
478.87247	negative	0.22768	1.2545
91.50462	positive	0.22769	-1.2545
312.67616995	positive	0.22774	-1.2543
454.26054	positive	0.22797	1.2537
327.25003	positive	0.22808	-1.2534
205.96609	negative	0.22825	-1.2529
332.91073	positive	0.22888	1.2511
452.75028	positive	0.22889	-1.2511
154.99005148	positive	0.22959	-1.2491
161.99509	positive	0.22973	-1.2487
224.01145	positive	0.23008	1.2477
98.09629	positive	0.23037	-1.2469
305.89899	positive	0.23039	-1.2469
247.64881	positive	0.23079	-1.2458
248.07158	negative	0.23111	1.2449
574.53913	positive	0.23118	-1.2447
368.77967	negative	0.23202	-1.2423
146.98015	positive	0.23217	1.2419
165.84399	negative	0.23235	-1.2414
229.18068	negative	0.23311	1.2393
201.97557	positive	0.23325	-1.2389
181.98811791	positive	0.23357	-1.238
205.01697509	positive	0.23453	-1.2354
201.93228	negative	0.23474	1.2348
275.14625	positive	0.23482	1.2346
390.80372	negative	0.23517	-1.2336
138.4951	positive	0.2352	1.2335
251.09227	negative	0.23523	-1.2334
125.09013512	positive	0.23547	1.2328
248.96043	negative	0.23582	-1.2318
158.00273	positive	0.23598	1.2314
269.17552	negative	0.2361	-1.231
97.51429559	positive	0.23613	-1.2309
282.91009	positive	0.23622	-1.2307
436.07137	negative	0.23643	1.2301
265.14743	negative	0.23664	-1.2296
224.90847	negative	0.23667	1.2295
229.1443	negative	0.23673	1.2293
469.71185	negative	0.23687	1.2289
182.96181	positive	0.23755	-1.227
132.10173	positive	0.23785	1.2263
234.95638	positive	0.23847	-1.2245
373.21899	positive	0.2389	-1.2234
149.02327	positive	0.23904	-1.223
263.12873	negative	0.23927	1.2224
145.94161	negative	0.23932	1.2222
213.04389	positive	0.23939	-1.222
91.5046	positive	0.24036	-1.2194
692.83187	positive	0.24046	1.2191
138.9952	positive	0.24072	1.2184
226.95151	positive	0.24113	-1.2173
271.22752	negative	0.24278	-1.2129
113.9888	negative	0.24334	-1.2114
89.00823	positive	0.24363	-1.2106
172.95624	positive	0.24376	-1.2103
115.04842	positive	0.24379	-1.2102
332.92142	negative	0.24434	-1.2087
183.98827	positive	0.24459	-1.208
180.98969412	positive	0.24479	-1.2075
736.50734	positive	0.24565	-1.2052
90.01866	negative	0.24599	-1.2043
305.86035	negative	0.2461	-1.204
167.06554	negative	0.24635	-1.2033
131.5334	positive	0.24676	1.2023
490.86861	positive	0.24743	1.2005
205.96607	negative	0.24777	-1.1996
242.973	positive	0.24915	1.1959
129.97573674	negative	0.24921	-1.1958
154.06219	negative	0.24941	-1.1952
299.91216	positive	0.24986	-1.194
904.39058	positive	0.25008	-1.1935
384.93504	negative	0.25022	-1.1931
152.99478	positive	0.2505	-1.1924
101.11527	positive	0.25074	-1.1917
248.96021	negative	0.25285	-1.1862
328.9148	positive	0.25297	-1.1859
362.87501	negative	0.25331	1.185
88.50902	positive	0.2534	-1.1848
179.07129	negative	0.25367	-1.1841
172.06274	negative	0.25447	-1.182
170.98419	positive	0.25531	-1.1798
185.07666	positive	0.25555	-1.1792
122.96391	positive	0.25564	1.179
182.98496	positive	0.25565	1.179
101.11536	positive	0.25634	-1.1772
425.7553	positive	0.25685	-1.1759
1148.77084	negative	0.25741	-1.1744
359.31485	positive	0.25804	-1.1728
161.04538	negative	0.25808	-1.1727
478.84679	negative	0.25814	-1.1725
113.96356	positive	0.2582	1.1724
207.01735	positive	0.25836	1.172
424.81768	negative	0.25839	-1.1719
286.11922	positive	0.25846	-1.1717
391.28354	positive	0.25863	1.1713
91.97988	positive	0.2588	-1.1709
227.15407	positive	0.25956	-1.1689
181.09454	positive	0.25989	1.1681
107.07833	positive	0.26033	-1.1669
128.88129	negative	0.26074	1.1659
212.13713	negative	0.26122	1.1647
534.12503	negative	0.26133	-1.1644
285.20683	negative	0.26169	1.1635
248.14733	positive	0.26249	-1.1615
140.98598	negative	0.26323	-1.1596
135.97084	negative	0.26335	1.1593
187.09397	positive	0.2638	-1.1582
292.16295	positive	0.26394	-1.1578
779.48113	positive	0.26427	-1.157
201.9059827	negative	0.26446	-1.1565
172.13302	positive	0.26477	1.1557
211.83074	negative	0.26498	1.1552
121.02938	negative	0.26503	1.155
243.89896	negative	0.26513	-1.1548
152.09299	positive	0.26538	-1.1542
207.5477	positive	0.26566	-1.1535
112.51949	positive	0.26647	1.1514
131.04441	negative	0.2671	-1.1499
149.9944	negative	0.26752	-1.1488
187.06147	positive	0.26839	1.1466
129.9362	negative	0.2686	-1.1461
133.09708	positive	0.26863	-1.146
160.89258	negative	0.26988	-1.1429
328.91492	positive	0.26998	-1.1427
612.33115	negative	0.27002	1.1426
213.98271	positive	0.27046	-1.1415
184.98543	positive	0.27065	1.141
265.02854	negative	0.27069	-1.1409
399.12689	positive	0.27093	-1.1403
112.96675962	positive	0.27157	-1.1388
199.13385279	negative	0.2716	-1.1387
502.7789	negative	0.27236	1.1368
127.09768	positive	0.27258	1.1363
156.9905272	positive	0.27302	1.1352
109.07596	positive	0.27304	1.1351
163.99042	positive	0.27335	-1.1344
287.88848	positive	0.2745	1.1316
161.9951	positive	0.27497	-1.1304
153.05885	negative	0.27564	-1.1288
180.97298425	negative	0.27698	-1.1255
259.85563	negative	0.27811	-1.1227
476.8756	negative	0.27836	1.1221
97.99125	positive	0.27867	1.1214
286.84078318	negative	0.27907	-1.1204
342.85483	negative	0.27913	-1.1203
329.83807	negative	0.27941	-1.1196
116.07046	positive	0.2798	-1.1187
140.96152	positive	0.27999	-1.1182
116.02524	negative	0.28095	1.1159
199.10501	positive	0.28151	1.1145
132.05658	negative	0.28171	-1.114
510.89059	positive	0.28185	-1.1137
159.96903	positive	0.28244	1.1123
98.9841	positive	0.28264	-1.1118
394.79166	positive	0.28367	1.1094
270.79572	negative	0.28371	-1.1093
117.03769	negative	0.28386	-1.1089
206.97254	negative	0.28439	-1.1077
94.94216	negative	0.2849	-1.1064
770.84748	positive	0.28491	-1.1064
158.0027	positive	0.28506	1.106
135.97089	negative	0.28509	-1.106
109.52152285	positive	0.28605	1.1037
92.02526227	negative	0.28788	-1.0994
340.14086	negative	0.28836	-1.0982
123.09153	positive	0.28877	-1.0973
147.06748	negative	0.28878	-1.0972
116.02523363	negative	0.28881	1.0972
443.86499	negative	0.28963	1.0952
205.017	positive	0.28981	-1.0948
165.99076	positive	0.29036	1.0935
307.85559	negative	0.29147	1.0909
312.67608	positive	0.29166	-1.0905
262.9113	negative	0.29166	-1.0905
182.9884976	negative	0.29174	1.0903
336.85849	negative	0.29203	-1.0896
139.96322355	positive	0.29259	-1.0883
287.8885	positive	0.29309	-1.0871
211.01038	positive	0.29346	1.0862
152.994821	positive	0.2937	1.0857
119.1259	positive	0.29433	-1.0842
90.00832855	positive	0.29467	1.0834
110.52027	positive	0.2952	-1.0822
144.07668	positive	0.2955	-1.0815
258.16979	positive	0.29562	1.0812
156.99052	positive	0.2957	1.0811
99.01046	positive	0.29647	-1.0793
341.30441	positive	0.29677	-1.0786
205.01697124	positive	0.29682	-1.0784
348.98943	positive	0.29685	-1.0784
207.93107	negative	0.29686	-1.0784
359.14735	negative	0.29718	1.0776
91.03095	negative	0.2973	-1.0774
312.67607	positive	0.29736	-1.0772
248.14739	positive	0.29804	-1.0757
185.08177	negative	0.29813	-1.0754
90.00959	negative	0.2983	-1.075
141.95851	positive	0.30053	-1.0699
97.51428507	positive	0.30088	-1.0691
452.92228	negative	0.30105	-1.0687
110.03581	negative	0.30174	-1.0672
105.35664	positive	0.3019	1.0668
228.99387	negative	0.30191	1.0668
134.11746	positive	0.30202	1.0665
157.13338	positive	0.30265	1.0651
281.84234	positive	0.30306	1.0641
131.07124	negative	0.30327	-1.0637
113.96355	positive	0.30341	-1.0633
299.72992	negative	0.30352	-1.0631
167.98628	positive	0.30357	-1.063
197.78954	negative	0.30365	-1.0628
233.07832	positive	0.30433	-1.0612
152.99482979	positive	0.30504	-1.0596
478.84678	negative	0.30534	1.059
207.93103	negative	0.30563	1.0583
89.04272	negative	0.30665	-1.056
320.89046	negative	0.30798	1.053
494.96871	negative	0.30864	-1.0515
700.33261	negative	0.30928	1.0501
99.53104237	positive	0.30945	-1.0497
203.97099	positive	0.3095	1.0496
169.9772864	positive	0.30968	-1.0492
182.89653	negative	0.30974	1.0491
171.99278	positive	0.31	-1.0485
352.80716	positive	0.31022	-1.048
266.77591	positive	0.31141	1.0453
130.53311511	positive	0.31233	1.0433
328.91489	positive	0.31281	1.0422
255.15874	positive	0.31319	-1.0414
324.80745	positive	0.31327	-1.0412
89.02479	positive	0.31336	1.041
766.85463	negative	0.31356	-1.0405
118.09868	positive	0.31397	1.0396
314.10349	positive	0.3141	1.0393
283.22406	positive	0.3143	1.0389
399.15432	negative	0.31487	-1.0376
188.95145	negative	0.31588	-1.0354
170.87067	negative	0.31647	-1.0341
101.93356	negative	0.31681	1.0334
167.10655	positive	0.31702	-1.0329
422.81558	negative	0.31706	-1.0328
156.13812	positive	0.31758	-1.0317
248.96012	negative	0.31799	1.0307
349.9115	negative	0.3182	1.0303
231.08138	negative	0.31859	1.0294
320.88289	positive	0.31941	1.0276
151.09644	positive	0.3208	-1.0246
165.05883	negative	0.32229	1.0213
132.53112	positive	0.32238	-1.0211
287.88851	positive	0.32283	-1.0202
290.07269	negative	0.32293	-1.0199
423.06769	negative	0.32304	1.0197
211.13273	positive	0.32325	-1.0193
384.93387	positive	0.32453	-1.0165
800.84795	negative	0.32474	1.016
328.91482566	positive	0.32504	1.0154
142.92884779	negative	0.32671	-1.0118
1121.21573	negative	0.32774	1.0095
223.98821	positive	0.32799	-1.009
99.51207	positive	0.3281	1.0088
242.94327	negative	0.3284	-1.0081
151.09639	positive	0.3285	-1.0079
251.18511	positive	0.32874	-1.0074
116.52207	positive	0.32933	-1.0061
130.5331	positive	0.32937	-1.006
171.14904	positive	0.32942	-1.0059
237.11683	positive	0.32961	-1.0055
166.06218	negative	0.33002	-1.0047
128.01004	negative	0.33102	1.0025
257.84612	negative	0.33162	-1.0012
423.2515	positive	0.33181	1.0008
218.98404	positive	0.33239	-0.99959
158.96127	positive	0.33441	-0.99528
286.84076	negative	0.33452	0.99506
318.88602251	positive	0.33484	-0.99439
291.88327	negative	0.33573	-0.99249
141.9585	positive	0.33574	-0.99247
183.98837	positive	0.33688	-0.99007
259.13378	negative	0.33762	-0.98851
154.03696	negative	0.33768	-0.98838
173.54304	positive	0.33778	0.98816
229.14074	positive	0.33915	0.98528
359.31498	positive	0.33931	-0.98495
248.86305	negative	0.33958	-0.98437
170.9609	positive	0.33982	-0.98389
339.74838	negative	0.34006	-0.98338
