"m.z"	"r.t"	"p.value"	"t.score"
132.5252	234.9	0.546411158	-0.605115415
132.5312	146.5	0.562699794	0.58011108
132.9302	84.5	0.358320818	0.9216523
132.9747	219.9	0.955096926	0.056401108
132.9761	221.6	0.733249285	0.341402284
133.0318	106.9	0.938375644	-0.077452627
133.0522	29.6	0.012660542	-2.545700346
133.0606	124.2	0.129804021	1.524567135
133.0648	272.8	0.836045466	-0.207297618
133.0688	132.4	0.416538202	-0.81500975
133.0738	118	0.34949979	0.938239166
133.0801	118.1	0.002874457	3.024640346
133.086	275.9	0.877325275	0.154594132
133.0972	166.2	0.23916741	1.181787931
133.099	101.4	0.513388968	-0.656746989
133.1012	265.1	0.242869397	-1.175769392
133.1053	100.7	0.270291323	1.10674172
133.1335	188.2	0.741674413	0.330203661
133.5147	41.6	0.004773623	-2.906669746
133.5299	151.5	0.470735639	-0.722896506
133.9268	143.3	0.303369454	1.032685468
133.9746	243.5	0.135700918	-1.499880802
134.0188	115.8	0.178112548	-1.353234865
134.0448	120.6	0.509567072	-0.661474936
134.0601	31.1	0.001166409	-3.362207526
134.0641	125.6	0.566199325	0.575355325
134.0697	128.4	0.130420989	-1.52563458
134.0732	272.3	0.421362229	0.806236624
134.0811	118.2	0.370224915	-0.899777017
134.0942	166.9	0.001737439	3.184499545
134.1005	165.5	0.141324955	1.477482978
134.1062	99.8	0.065267618	1.858029319
134.1086	99.9	0.008659141	2.659669156
134.1175	121	0.556952013	0.588651315
134.5125	79.7	0.734423829	-0.340139307
135.0029	83.5	4.03E-10	6.622670687
135.0222	116.2	0.850256243	0.189066853
135.0438	254.7	0.941985921	0.072877877
135.0603	127.2	0.160557584	1.409244283
135.0667	117.6	0.488244588	0.694875041
135.0724	266.6	0.808049689	0.243354903
135.0804	273.4	0.727782398	0.348652804
135.0804	29.2	0.400842625	-0.842279471
135.0918	271.7	0.964274343	-0.044868479
135.1015	244.7	0.171341485	1.373547642
135.1168	266.8	0.005204132	-2.829511927
135.1168	31.5	0.022873074	-2.298435546
135.1208	105.2	0.514051553	0.653867752
135.1307	262.9	0.641413001	0.466568877
135.9454	283.2	0.426628222	0.79680211
135.9701	257.9	0.100121893	-1.653264301
135.9772	117.3	0.225839065	1.215583592
136.0063	66.5	0.198276905	1.291772816
136.0216	259	0.94981774	0.063029619
136.0281	136.3	0.659205353	-0.441839176
136.0324	192.9	0.010801246	-2.577714979
136.0407	172.4	0.02478716	2.264071649
136.0482	83.2	0.464728429	-0.733047555
136.0757	265.8	0.537951023	0.617365576
136.0757	101	0.200264638	1.286695918
136.1049	245.5	0.228633178	1.208531884
136.1121	64.7	0.394498573	-0.854477228
136.5421	183.8	0.096742099	1.670789508
136.9253	162.6	0.725424205	-0.351825483
137	164.4	0.048033977	-1.991716096
137.0128	59.6	0.364401666	0.909338845
137.0161	57.7	0.557835628	0.587166935
137.025	30.1	0.012467979	-2.545088267
137.0375	170.9	0.19377676	1.306152709
137.0408	159.9	0.763321203	0.301622514
137.0457	63.6	0.021125897	2.32664422
137.0515	72	0.300239721	-1.039906023
137.0597	262.9	0.235161324	-1.192421074
137.0724	103	0.209170545	1.260928858
137.0791	103	0.651867971	-0.452221363
137.0961	268.2	0.015499256	2.448890542
137.0962	29.3	0.004275102	2.896903807
137.1059	270.6	0.32682246	0.983244633
137.1325	231.6	0.92107054	-0.099250162
137.4975	104.9	0.44470417	0.766006611
137.5973	146.4	0.36676621	-0.905949071
137.9483	76.1	0.023445036	2.297434475
137.9642	191.4	0.932698962	0.084570888
137.9875	154.6	0.983514932	-0.020698381
138.0129	61.6	0.049730064	1.977867809
138.0174	30	0.22610296	-1.215443304
138.0276	29.5	0.808533922	0.242701674
138.0373	29.2	0.076254969	1.785736844
138.0428	60.8	0.964667188	-0.044396755
138.0488	93.6	0.158288996	1.417662107
138.055	137.9	0.418940964	-0.810602593
138.055	274.2	0.525371252	0.63657726
138.0631	29.9	0.184078343	1.334773462
138.0761	104.7	0.212034851	1.253522869
138.0914	69.1	0.027998864	2.219830748
138.0995	29.1	0.221308623	-1.231430996
138.1359	267.1	0.577288171	0.558378794
138.48	206.5	0.216433707	1.240547284
138.48	199.7	0.001993563	-3.146896738
138.4952	157.5	1.89E-05	4.44275972
138.5814	168.3	0.483445288	0.702885292
138.7789	126.2	0.018032536	-2.396533967
138.9065	71.2	0.001268631	3.27725578
138.959	158.5	0.286179352	-1.069754649
138.9801	175.2	0.350717447	-0.93577994
138.986	277.9	0.189344605	1.317628008
138.9954	149.7	0.002694604	-3.047740719
139.0155	239.3	0.85948544	0.177317491
139.0179	172.7	0.4272047	-0.795887816
139.039	263.2	0.076379108	-1.783475583
139.0502	55.3	0.025771438	-2.259775549
139.0584	138.2	0.473512597	-0.718803834
139.0754	273.8	0.568738453	0.571028562
139.0754	29.4	0.861006997	-0.175430027
139.083	167.2	0.980914027	-0.023972226
139.1118	250.7	0.284148194	1.07509978
139.1231	62.3	0.123604037	-1.548898344
139.5084	89.1	0.425036617	0.799990402
139.9633	177.7	0.088175048	-1.71550927
139.9822	281.1	0.383829755	-0.873095975
139.9879	160.2	0.000262631	-3.729421614
139.9957	178.6	0.442540063	0.769839709
139.9987	169.2	0.04580092	-2.011798203
140.0077	90.5	0.712096181	0.369733509
140.0107	136.4	7.72E-07	5.147456266
140.0441	105.4	0.046075033	2.009895607
140.0534	53.2	0.260106645	-1.132763464
140.0682	148.2	0.889942689	-0.138671181
140.0819	61.2	0.698718701	0.38769572
140.1071	34.7	0.130144141	-1.522943105
140.1089	71.5	0.000121363	-4.052141551
140.1151	277.9	0.780579458	-0.279104349
140.5061	88.4	0.017269303	2.406885979
140.9036	71.8	0.000679665	3.460193211
140.9513	180.7	0.891948947	0.136033698
140.9617	155.9	0.442641744	-0.769715338
140.9668	211.3	0.176421756	-1.358541547
140.9755	211.2	0.946929951	0.066657124
140.982	265.5	0.787739596	0.269676674
140.9913	167.7	0.000340034	-3.659429503
140.9957	162.2	0.179600142	-1.347321714
141.0073	110.3	0.556132246	-0.589807472
141.0509	152.1	0.025102998	-2.275244298
141.0546	273.3	0.268312199	1.111382662
141.0716	148.9	0.682253213	-0.410451902
141.091	272.4	0.029563195	2.197528291
141.0911	29.8	0.003960298	2.920475006
141.1274	272.4	0.037631248	2.096663384
141.5044	89.7	0.680051631	0.413160337
141.9515	181.9	0.191294027	-1.311796554
141.9586	172.5	0.037090108	-2.101360079
141.9834	161.4	0.05850103	-1.904649838
142.0863	270.2	0.041554076	2.0549028
142.0863	33	0.248930278	1.157025887
142.1132	71.3	5.57E-05	-4.288878684
142.159	61.2	0.180783543	-1.345634146
142.5357	166.8	9.77E-05	4.02152853
142.5489	29	0.61615102	0.502239877
142.8699	81.4	0.168156827	-1.38807808
142.9006	72	0.001811436	3.168954014
142.9488	135.8	3.31E-07	5.311845255
142.9489	142.7	0.001844161	-3.19296335
142.9556	204.9	0.383623643	-0.87361737
142.9591	188.5	0.06801727	-1.83730904
142.962	183.7	0.341609269	-0.953804278
142.9669	186	0.127290382	-1.532097359
142.9837	154.7	0.061047811	-1.886599187
142.9867	153.7	0.783980171	0.274567284
142.9912	164	0.229803595	1.205478536
143.0339	275.6	0.669212324	0.428021024
143.0396	253.5	0.874474332	0.158221524
143.0485	143.8	0.753955805	0.313913914
143.054	61.3	0.000188586	-3.939854966
143.0633	168.1	0.830506469	0.214451112
143.0679	268.7	0.095467121	1.67640933
143.0703	274.5	0.009207662	2.636900762
143.0731	100.2	0.131091099	-1.523595462
143.1067	270.4	0.840497739	-0.201566723
143.1067	31.1	0.067168889	-1.843051839
143.1179	111	0.038902095	-2.085313774
143.5791	152.3	0.364655117	-0.910263235
143.959	174.2	0.257086343	-1.136990897
143.9628	205	0.409805598	-0.826404325
143.9809	164.6	0.616102313	0.502323196
143.9968	207.7	0.802856143	0.250115419
144.0551	66.9	0.001595371	3.217453561
144.0655	266.2	0.184925529	-1.331914624
144.0707	156.4	0.135861466	-1.50010154
144.0809	96.2	0.412948165	0.8209419
144.1019	269.6	0.195010723	1.301872843
144.1019	139.9	0.615979842	-0.502691665
144.1383	268.5	0.979667531	0.025525447
144.5252	28.7	0.010638823	-2.62219182
144.8061	100.8	0.9790619	0.026299184
144.9382	78.3	0.449968842	0.757167915
144.9497	63	0.4567332	0.746561581
144.9523	107.1	0.008719179	2.668061455
144.9822	127.7	0.07997894	-1.761902226
144.9994	201.6	5.74E-05	4.122426289
145.0319	102.3	0.13570223	1.501447414
145.0352	229.9	0.023147676	2.291934168
145.0496	268.8	0.66235724	-0.437559188
145.0859	280.9	0.259057803	1.13226247
145.1053	143.6	0.352905955	-0.932014245
145.1224	253.3	0.480181127	-0.708058839
145.7064	198.1	0.023915359	-2.279990394
145.9297	277	0.546333517	0.604506462
145.9545	186.9	0.622779638	-0.492859618
145.9855	129	0.874335345	-0.158444098
146.0488	31.5	0.703975625	-0.38074948
146.0601	84.2	0.490650458	-0.691062419
146.0601	269.2	0.012037645	-2.545430142
146.0812	149.9	0.800282319	-0.253439959
146.0924	81.4	0.167725013	1.386538247
146.1061	144.7	0.642667234	-0.464986084
146.1176	106.7	0.629763701	-0.483287039
146.5823	139.3	0.199469335	1.288345905
146.9614	261.7	0.615195833	-0.50357886
146.9804	126.6	0.428243375	0.795214048
147.0439	109.9	0.305108567	1.029265881
147.044	275.7	0.287151271	-1.068279437
147.0652	276.9	0.474938196	0.716063115
147.0764	128	0.019668868	2.357424815
147.1128	166.1	0.256452565	1.138958878
147.5808	138.7	0.307550406	1.023486279
147.9705	213.9	0.261600031	-1.126847675
148.0039	88.6	0.016272239	2.426121384
148.0345	115.5	0.353068126	-0.931774283
148.0393	275.6	0.378760483	0.882693021
148.0475	106.5	0.052871607	1.951568893
148.0605	120.7	0.778817894	-0.281455947
148.0734	127.6	0.612372233	0.507897731
148.0795	141.1	0.070995872	1.821654087
148.0968	275.1	0.959562392	-0.050780019
148.0968	119.2	0.024385499	2.272023292
148.1099	166.5	0.349930229	0.937205233
148.1162	164.5	0.050521781	1.969365194
148.5788	134.8	3.29E-05	-4.396868535
148.7937	107.4	0.264661083	1.119612407
148.9353	66.9	0.007332611	2.712949306
148.9584	269.4	0.299244417	1.041661791
148.977	264.6	0.190026896	-1.31559044
149.0072	90	0.791486549	-0.264995368
149.0233	223.5	0.411933603	-0.822704473
149.0268	151.4	0.32901641	0.979213512
149.0449	275.1	0.584977682	-0.54741
149.0541	275	0.046861677	2.003621234
149.0556	125.7	0.846325242	0.194223762
149.0597	266.9	0.682964018	0.409380558
149.0639	116.7	0.372842255	-0.894356269
149.0807	127.2	0.040407609	2.073887017
149.0809	277.5	0.420925224	0.806948104
149.0961	271.3	0.915208533	0.106636396
149.0962	29	0.394996185	0.853236018
149.1172	226	0.007350515	2.7160194
149.1325	276.5	0.116769857	1.576401895
149.9404	206.5	0.062917048	-1.876139995
149.9561	266.4	0.002964742	3.01956294
149.9879	176.3	0.815124603	0.234227209
149.9928	117.1	0.172683427	1.370247017
149.9997	89.6	0.004309014	2.903879748
150.0139	116.2	0.007299773	2.719585986
150.0142	236.6	0.474490318	0.717013309
150.0267	262.4	0.634794449	0.475916445
150.0584	105.6	0.764095816	0.300627245
150.0647	116.3	0.070039098	-1.826970309
150.0762	124.8	0.045463343	2.015005792
150.1125	71.4	0.091911629	-1.701392951
150.1278	64.2	0.484088418	-0.701474299
150.2184	94.6	0.332539574	0.971670901
150.9324	67.7	0.001687212	3.1912638
150.9768	79.6	0.000477387	3.569830239
150.9974	87.4	0.007699609	2.696856049
151.0167	98.3	0.239836363	1.179391739
151.0353	154.6	0.0330155	-2.165861767
151.039	277.8	0.011879814	2.548518385
151.0479	128.1	0.194407839	1.303834264
151.0616	85.2	0.450772522	-0.756204186
151.0697	277.2	0.229893075	1.205520742
151.0754	271.5	0.013589773	2.49744731
151.0754	29.7	0.009024008	2.640300337
151.0965	247.4	0.467169532	0.728947059
151.1118	259.6	0.385365157	0.870471092
151.123	61.6	0.611516835	-0.509410946
151.1442	116.2	0.467419867	0.728264372
151.9374	241.8	0.205637926	-1.271012177
151.9374	84.8	0.161540335	-1.406357647
151.9798	175.2	0.034347192	-2.134363013
152.0143	88.4	0.000533546	3.527593564
152.0165	260.3	0.616029042	0.502469161
152.0221	82.4	0.67233281	0.423769198
152.0318	128.2	0.935913633	0.080555031
152.0369	146.6	0.627040609	0.487300674
152.0542	103.9	0.162627494	-1.404647811
152.0706	32.8	0.001515043	-3.299548627
152.0707	272.9	0.283448826	-1.07685402
152.0739	116.7	0.688525456	0.401648344
152.0818	64	0.149731971	1.450373357
152.107	61.4	0.156053605	1.425720524
152.1151	278.3	0.23868177	-1.182614756
152.1282	261.9	0.454867006	0.748988274
152.4774	193.2	0.569455001	0.569998594
152.5156	90	0.161254999	1.406726441
152.5843	161.6	0.833868233	-0.21021853
152.9471	108.2	0.273721916	1.099574679
152.9725	252.3	0.449296714	-0.758540185
152.978	193.6	0.473005964	-0.7195591
152.9868	168	0.162798809	1.402273387
152.995	163.8	0.227882097	-1.21001045
153.0299	71.5	0.000665351	3.503637966
153.0328	154.9	0.334540821	-0.969226586
153.0407	40.8	0.463641069	-0.735644473
153.0547	260	0.554955165	0.591574241
153.0659	59.2	0.013642431	-2.512810262
153.0772	117.5	0.456902808	0.746120103
153.0844	134.4	0.700641399	0.38542676
153.0861	161.7	0.241356519	-1.180541863
153.091	266.4	0.745049633	0.325751406
153.1022	43.4	0.007729757	-2.731146195
153.1274	239.2	0.621451729	0.49483248
153.1314	265.2	0.010602196	2.585470053
153.9591	184.9	0.383587293	0.873509534
153.9936	139.3	0.042405039	-2.044387334
153.9983	186.5	0.133655471	-1.507170328
154.0202	75.8	0.148552503	-1.457034245
154.028	42.8	0.02302404	-2.309366061
154.0322	28.7	0.367649225	-0.904129363
154.0587	115.5	0.025227605	2.256945459
154.0873	126.8	0.039988061	2.069088126
154.0974	90.3	0.112172191	-1.607945665
154.1226	65	0.921803031	0.098406643
154.1308	274.3	0.175085321	1.3616373
154.3549	98	0.304768687	1.029568664
154.4855	174.6	0.033605781	-2.146614861
154.8804	74.3	0.229666098	1.205380083
154.9543	184.4	0.116223511	-1.579559776
154.9669	181.2	0.416695517	-0.814064817
154.9669	183.3	0.093067812	-1.691695291
154.9902	161.9	0.033159386	-2.146890826
155.026	189.1	0.559609681	-0.584688252
155.0691	93.3	0.671858414	0.424400754
155.0703	271.6	0.385749905	0.869821425
155.0752	107.9	0.551866335	0.596277166
155.1066	263.9	0.761292686	0.304311049
155.1067	29.7	0.012743652	2.518661147
155.1259	60.7	0.008968079	-2.682125687
155.143	270	0.593168022	0.535268801
155.1543	279.7	0.87233883	-0.160954871
155.5021	151.9	0.000726369	-3.511605121
155.7989	71.5	0.469199636	-0.72600607
155.967	204	0.750620171	0.318386399
155.9702	254.3	0.458475351	-0.743485639
155.9745	208.2	0.23433656	1.193878179
155.9873	181	0.045067627	-2.019047549
155.9907	175.4	0.167510748	-1.388940082
155.9907	172	0.734712799	-0.33952444
155.9935	168	0.021213998	-2.324994762
156.0415	155.2	0.852227748	-0.186612335
156.0478	28.8	0.04466781	2.022121105
156.0721	106.1	0.016505023	2.421130423
156.0768	161.8	0.482611292	0.703791384
156.1019	70.2	0.00211197	3.137993588
156.1129	162.7	0.470937779	-0.724375787
156.1383	44.9	0.732474459	-0.342543732
156.4034	81.5	0.001868971	-3.17924851
156.489	128.7	0.482305572	0.704251925
156.5073	195.1	0.028855958	2.207060767
156.5183	187	0.001107134	3.316559267
156.5926	177.5	0.418725845	-0.811355117
156.8774	74.5	0.004626983	2.868378524
156.966	276.2	0.432806752	-0.786364214
156.9695	181.2	0.819940551	0.228001706
156.9758	213	0.806814532	-0.244983658
156.9907	166.8	0.066632434	-1.845490764
156.9944	192.5	0.573330179	-0.564412676
157.0468	111.7	0.047652108	1.995677928
157.0473	276.3	0.398920612	-0.846024088
157.0736	157.2	0.98838392	-0.014580966
157.0835	131.3	0.004117462	2.914541408
157.1223	267	0.040873848	-2.062579907
157.9636	272.9	0.075668238	1.787782656
157.9738	196.5	0.934451995	-0.082385236
157.981	68.5	0.228897233	-1.210033472
157.9888	192.3	0.498026847	-0.679239864
157.994	177.2	0.748421917	-0.321295693
158.0028	243.7	0.173518826	1.368186293
158.0272	31.6	0.557381925	0.588421377
158.0435	28.7	0.708930187	0.373915249
158.0679	107.3	0.065435938	1.854997077
158.081	162.4	0.198199012	1.291949443
158.0812	39.8	0.024350373	-2.29382941
158.0868	123.1	0.002319562	3.098873463
158.0924	162.4	0.428189995	0.794604582
158.0964	60.4	0.834279829	0.209539607
158.1176	150.5	0.01650594	-2.427215759
158.154	240.5	0.796079016	0.258872542
158.5863	139.9	0.030895844	-2.189091104
158.8613	173.6	0.667557638	0.430310705
158.922	108.5	1.03E-06	5.176027
158.9269	114	0.505456423	-0.667282053
158.9488	33.2	0.817894139	0.230736472
158.9613	266.2	0.065149036	1.855826576
158.9641	101.7	0.313235677	-1.012243887
158.9861	169.4	0.086707858	-1.723132719
159.0252	78.4	0.957714243	0.053097106
159.0278	61.3	8.15E-08	5.623466539
159.0651	273.5	0.24018872	1.178885097
159.0764	135.9	0.584664118	0.548091822
159.0878	141.4	0.385286433	0.871538067
159.0917	94	0.766995055	-0.296868209
159.1379	280.2	0.001985456	3.144018615
159.4626	274.6	0.005437146	2.816500882
159.9618	278.8	0.325642241	-0.985799937
159.9647	274.4	0.152615853	1.436612914
159.9691	186.7	0.629727101	-0.482951421
160.0248	61.6	0.028020659	2.216564778
160.0311	60	5.43E-06	4.70164594
160.0361	133.8	0.031605833	-2.170422494
160.0752	82	0.065567046	-1.85846288
160.0798	135.4	0.557506608	-0.588388902
160.0967	94.2	0.793685673	0.261921252
160.108	71.8	0.36018361	-0.918116054
160.1121	61.1	0.391835671	-0.860391134
160.1332	102.6	0.404978858	-0.835686079
160.4131	256.5	0.016404361	2.425345971
160.5263	181.2	0.267549806	1.112392886
160.5979	138.8	0.007843657	2.692909674
160.9596	277.6	0.831793846	0.212734237
160.9705	194.3	0.044559609	-2.024077275
160.9837	182.2	0.463423763	-0.734970819
160.9895	217.4	0.586201356	-0.545545969
161.0029	276	0.447210962	-0.762137764
161.032	62.5	0.030938393	2.184590696
161.0402	138.1	0.20397198	1.275727333
161.0598	274.8	0.602337096	0.522127445
161.0793	76.8	0.118046063	-1.580580181
161.0811	279.7	0.568181117	0.572025439
161.0921	127.1	0.827959438	-0.217774719
161.0961	264	0.995514918	-0.005630011
161.1003	120	0.200341425	1.285952129
161.1113	60.3	0.106180896	1.627911349
161.1172	32.7	0.599872008	0.525980068
161.1285	168.7	0.003244589	-3.042705064
161.1324	261.3	0.915102578	-0.106936401
161.1365	112.4	0.706510133	0.377294152
161.1657	82.5	0.075879112	-1.798646923
161.5663	94.1	0.63084136	-0.481481684
161.5967	137.8	0.230380105	1.203850316
161.9695	252.2	0.029001414	-2.201324218
161.9952	132.5	0.002084287	-3.124308102
162.002	277.4	0.995540832	0.005598026
162.0352	63.9	0.481166573	0.70602531
162.0382	28.9	0.171831694	-1.378448624
162.0401	159.3	0.001582626	3.208668851
162.05	113.1	0.933724402	0.083305455
162.1125	117.1	0.035877519	-2.125666568
162.1509	117	0.296539006	-1.048675726
162.5763	135.4	0.0567275	-1.931835994
162.9981	274.5	0.146967633	1.458628455
163.039	276.3	0.20644044	-1.268631795
163.0535	115.6	0.422858493	-0.804885885
163.0753	225.2	0.438349587	0.776999423
163.0866	61.1	0.002026199	3.156976411
163.0965	276.9	0.030467773	2.181363096
163.109	133.1	0.570751488	-0.568236344
163.1117	271.4	0.418913279	0.810732288
163.1118	29.8	0.425351713	0.799287247
163.1158	115.2	0.146688402	-1.461299262
163.123	77.9	0.003989687	-2.969497724
163.1328	255	0.025673507	2.250606844
163.4908	172.4	1.17E-05	-4.569159279
163.9401	280.4	0.634333923	-0.476508347
163.9778	88.5	0.006441684	2.760892593
163.9839	200.5	0.99655713	-0.004322504
163.9906	133.2	0.004962305	-2.84675905
164.0294	115.8	0.347934608	0.94184965
164.0668	149	0.72097407	-0.357919379
164.1167	116.7	0.379080688	-0.882426403
164.5457	29	0.247829222	1.161990896
164.9092	75.5	0.060384571	1.892818275
164.93	108.2	0.000105133	3.983121495
164.991	136	0.000329091	3.672550617
164.994	134.9	2.01E-07	-5.420235425
165.0134	62.5	0.990874917	0.011454908
165.0329	114.4	0.803297669	0.249515033
165.0474	29.9	0.114189151	1.592285163
165.0546	102.3	0.881450536	-0.149419372
