samples,Sample008,Sample009,Sample012,Sample014,Sample015,Sample016,Sample019,Sample030,Sample031,Sample032,Sample033,Sample034,Sample036,Sample037,Sample042,Sample043,Sample044,Sample045,Sample053,Sample054,Sample056,Sample063,Sample066,Sample068,Sample069,Sample074,Sample075,Sample081,Sample083,Sample093,Sample098,Sample001,Sample002,Sample003,Sample006,Sample007,Sample018,Sample020,Sample021,Sample022,Sample024,Sample025,Sample028,Sample057,Sample058,Sample064,Sample073,Sample076,Sample078,Sample079,Sample082,Sample084,Sample085,Sample086,Sample087,Sample088,Sample089,Sample091,Sample092,Sample094,Sample096,Sample097,Sample099,Sample100,Sample004,Sample005,Sample010,Sample013,Sample017,Sample026,Sample029,Sample035,Sample038,Sample039,Sample041,Sample046,Sample047,Sample048,Sample049,Sample050,Sample051,Sample055,Sample059,Sample060,Sample061,Sample062,Sample065,Sample067,Sample071,Sample072,Sample077,Sample080,Sample090,Sample095
432.8841__163.68,7936903,14322436,2993355,2914841,7939687,6743787,6962963,6433677,3754707,4544999,9427953,1953982,5634719,7810241,4268581,8748695,6191760,155858.4,155858.4,2740165,2759967,2363784,779292,909498,4106712,8830733,5273562,2635251,1254305,6739607,7985461,6914699,4192688,3539546,4311812,7838850,3166149,155858.4,13520821,5609370,155858.4,3033347,1144067,3049638,10530207,1099720,1382632,1092828,7352969,17909143,2262543,1656674,7790454,2929867,1333970,4982211,2298912,5172586,3438860,2530896,13938434,4493968,4526227,4294789,6636074,7175793,3846615,155858.4,3102731,3477214,3751738,7907839,5892123,9617462,6445656,5414592,1137990,1105678,2190919,6219003,3035008,4135965,155858.4,1878693,155858.4,1932184,5977697,3993392,4660137,3166236,5427287,2907459,3468553,155858.4
432.9594__39.06,11951528,10991452,11323692,10419771,14067236,12902878,11991402,13225310,12132635,13686829,10918680,13790612,10987091,11745382,15164648,14229503,14717667,12685102,14174344,13090212,14907383,13772175,11897292,9787517,10799024,8016290,12906996,10176950,12601362,15031033,12960939,11524875,14005053,13434334,12731248,11808609,12723217,11718382,11722364,10911302,10760236,11845137,10938298,13080564,14657473,10601015,11948616,12538058,13982052,13547274,11802278,9851052,11610905,11958471,10349084,13864989,12962710,11057113,11974838,14389064,12800976,13168203,15055390,11270286,12650271,11645372,9974960,10950093,10065511,11890521,14568604,13446870,11950280,13684155,13799994,13395520,11587709,11617633,15128295,11321129,10941787,9757971,14267619,12597410,12661867,10723534,11808890,10872383,11291429,15178131,11849712,13732759,13557710,14955697
413.1984__747.02,2036538,4490255,1064809,1205722,1178262,1094018,1221991,2165235,2359712,4206761,2393558,2236606,1705608,2937507,8423668,2388576,3118270,2225419,1858026,1512761,1632348,3296778,2435991,1826567,2660749,1722590,1859522,1636435,2168201,2020377,4594289,1446638,1204447,174075,1785158,1242131,880896,1905689,1621363,1058969,1121975,1259567,1971130,3150851,3980760,3871912,1907424,1586059,3407911,2934783,3009406,2712190,1886823,2314940,3073715,3043967,2603654,3377105,3587540,4010123,6910808,1788621,2599847,2031079,6442628,885540,870375,1046533,3056177,2773062,2474424,2448575,3120874,3007393,2756350,5652470,2051076,1958711,2270888,3811849,2243656,1730793,2455031,3283774,2402101,2153782,2588267,3211590,1784581,2237704,2458851,3687955,2274168,2749253
433.0252__42.03,8677939,8835433,8318181,8865593,11635148,8666509,7969331,9240686,9150520,8948843,9019634,7712412,8972761,7089700,8908721,10616819,8333863,8036490,7952761,7524642,7003982,10773222,11756634,9134831,10037793,7831381,10021847,10111924,9787297,10094665,8732079,7655694,9624194,8310447,7775911,9418342,8409115,7719537,7743413,10289186,9224509,8976229,8939973,7363011,7264104,9574008,7728126,9239812,9665318,7606283,10710895,10534673,10962127,8818160,7901470,9241958,9894737,8578190,9585484,8659734,9244473,7755706,8108806,7868271,8884629,8581628,9397700,6901327,9147915,8245648,9835094,9131931,6794779,9894970,7475384,9001292,8699642,6144451,10814945,7681897,8429876,7168115,6908125,6528920,9563500,10377056,10274553,11002347,9175449,9918859,8029114,7796107,10218107,7870199
407.3167__970.85,2569285,2215803,3389251,1843891,2126377,2341264,2404570,1522218,1205461,837488,2278327,1306125,1526770,1915085,2434971,1730554,2535766,2324212,1224623,1694121,2639049,1694483,1142146,1548343,1522540,1045124,1412025,988227,1465748,1259588,1095531,1610184,1667057,1702402,2426517,1519103,1702633,1241177,1459085,1291092,2879279,1724972,1736708,2207573,2597204,2566783,1283061,455909,757484,1670941,1681956,1069736,2187112,1542397,926270,1660147,1109599,1568379,1132346,1325284,1297069,1686069,2346918,2214362,2283114,2515896,1052033,2121550,1457715,1791605,1135702,1050905,1632136,1213980,1559499,2764797,1679465,1719599,898932,2403732,983071,2525045,689534,1326423,1126719,1638490,3655125,1557004,1404030,1199175,961299,91181.8,2599125,2262832
452.2365__477.25,1687871,1925703,1114471,1178351,2550224,2175721,2624560,3264139,2532638,2475168,2007396,3152033,2804669,2098923,3169472,2062851,2185533,2240095,2808806,2122465,1462009,5726311,3073891,4430178,5053071,2628015,3588114,3241325,4600982,1676532,2967204,2772387,1906295,1624273,1672483,2493063,6575173,6137364,2366379,5435482,1538631,1965743,1855432,2806451,2897004,2773602,3028768,5456879,2413661,3619327,2534477,3610928,2066604,2857049,2664997,1274875,2474070,4005159,3467107,2573152,2611909,2300772,1428490,2487240,2061030,1993261,2302530,2504041,6620578,1859963,2918570,2515195,1622922,1795100,1615607,1812355,2204265,1769804,4392057,3120559,3370787,2422349,6698109,2742059,6674164,5259991,2262465,4088857,3422934,2481404,4056904,3775118,2503670,1811420
413.2009__207.38,238523142,104804496,31584446,90017463,93879140,96329696,23620834,45860249,65107459,76821021,166502847,94188892,41018331,76263482,52961087,84780895,45723877,69268737,33246713,67964323,34480393,62751067,37760553,28627587,59590252,72426667,44667132,60437528,101306595,59922125,114375794,39970212,112977695,103978347,85428121,55731064,83151779,117528066,88985710,58604880,129945443,72119886,33292605,84921044,250516914,53201557,20230470,40493387,61177693,97229661,48131116,55355967,42224357,50509272,21181391,107176512,83007934,88403222,43970768,138300594,60249672,100298792,67534253,134870849,67815324,69326026,64776109,83038272,97027693,70098127,150366930,64523251,75804303,70277080,177778390,84944985,71711974,72497957,86292103,71050092,111825444,29852371,90469742,68044120,73107055,61327462,18998627,61536901,108743108,28402738,66958287,65543287,86835090,78486291
452.2459__476.98,5698589,6212025,4631069,5574529,7332823,6528017,8681358,9915944,7577972,7436191,6582904,9462732,7861400,6986624,10116402,6280794,6647157,7095626,8169332,5569029,5956961,15731385,8962779,11929509,13755298,6770875,9662461,10919261,14919560,5335938,7769727,7817784,6071637,6061439,5813604,7491387,17896966,16578710,7077243,17667165,5360006,6320251,6255704,7913639,8377961,7895256,8369402,14868642,7997372,9998345,7244878,10973809,5746702,7577590,7040098,4858704,6868512,10627144,8982263,6875470,7221627,6505488,4799146,6910576,6858350,7239954,7143381,7609118,19032484,6505196,9014758,7406174,5799451,6289887,6065416,6185631,7024549,6401022,11374506,8974425,9111448,7262888,20381616,8371014,18389273,13826985,6988245,11194804,9534244,7607133,11308837,12256205,7032130,6561393
492.2472__157.26,3509498,3317053,2363900,2550139,2184785,4029404,2650832,2494768,1781036,2542216,3202864,2675555,6160701,3965225,3227189,3660941,3856871,3994759,2066744,2364912,2019233,2326604,2005830,3039335,3620214,2505298,2888421,2584025,5337205,2317966,1803305,317722,448621,214042,881054,364914,1087925,1381765,1086548,1186759,1041063,1090156,194936,1330830,1280040,1183398,1108479,1081085,355345,1331754,240503,243720,375229,971260,242618,577686,416865,279498,1211479,1380114,1331052,199819,338549,1004556,1809309,1403812,2011818,1387455,1762003,1095725,1267181,1242246,1229072,1396086,1669803,1513428,1354674,1550797,2492284,2415078,1772199,2199277,1873001,1321484,1984263,1353272,1554993,1688528,1588314,2052182,1383700,1449220,2950102,1193293
452.2526__477.25,4222580,4458653,2043660,2916118,2591392,4713420,2946841,3164586,2422881,3320164,4150895,3198081,7591888,5009865,3378073,4624347,4339006,5102387,2285209,2313960,2142306,3496601,2389846,3937621,4850129,3318511,2876194,3308626,7140935,2473225,2407583,640495,524763,512363,461885,547247,1342831,2220712,1572206,2354172,1410104,1520933,542550,1464928,1556879,1550357,1517377,1095084,477624,1672478,604974,949105,561124,714731,612791,945599,653521,940585,1796724,1609943,1671941,566206,446048,1545020,2198722,1995035,2028138,1589174,2365813,1644779,1858536,1756395,1697417,1753080,2117851,1547897,1651114,1859469,1747200,1864121,2226928,2131011,2736567,1589107,2772070,1990797,2018894,2255173,2040493,1679856,1903342,1743838,1875727,1758651
470.9047__35.32,7749255,7403942,6820368,6443527,6653252,6982771,7517974,8252712,7887563,8546619,8085955,7591693,8989911,8642905,6876898,7870755,6537000,7795796,6313570,7203136,8467408,7507957,7074829,7951703,8152109,8595685,6334357,8297116,7904708,6337037,8359334,7809552,7850112,6917723,6697915,8463786,7872800,7885936,7384851,7774770,5615920,7448010,6745174,7471234,5799304,8718040,8367049,6408394,6268026,5601174,7427602,8762338,7051830,7345194,7785993,6893049,8147803,8764103,6927464,5967472,7282399,7999695,5286567,7101529,8284082,7924489,6904250,6727870,8581056,7526795,7581059,7652907,7824433,7505240,7347950,4639224,6650492,7542862,8030528,6244767,8327941,6950671,7026239,7091273,8122575,8276582,7175802,8552807,7846819,7555901,7109224,7406108,8391163,6013415
452.2787__477.25,859393724,982793350,765302755,867319341,1116913196,1011043594,1299600617,1473554802,1084686258,1078000974,987296891,1389943169,1130391006,1046998980,1634010880,1038087428,1069994730,1080739806,1274184815,1014303677,978884912,2346026696,1345276617,1771922236,2121998712,1022407474,1522391818,1917161126,2591579012,862257724,1216872349,1166184075,874068502,872164597,839026513,1160674994,2687363906,2541529730,1028246309,2627203112,756433351,901036721,886733264,1195399422,1328518918,1186049908,1263465371,2397108304,1403140819,1768870364,1215300262,1867398330,949262871,1219231753,1140288640,749083123,1110559161,1646996712,1436235223,1102534009,1132755770,989062114,803628172,1090659318,998189341,1076874329,1100619231,1179776768,2887918548,932002645,1287461910,1106179863,841991987,948366316,939233276,957061040,1055507991,972657604,1805730558,1329777172,1379839622,1157166555,3215483908,1241036230,2796363402,2097040982,1035486391,1700178352,1441181644,1159652238,1920710140,2213344988,1115160858,1025188066
509.2242__189.36,31250.4,1368985,680983,31250.4,836404,1302904,3009546,31250.4,858011,31250.4,705536,801696,31250.4,914785,2761438,1259400,982195,31250.4,1308090,31250.4,31250.4,1662448,1015372,2154934,1904292,31250.4,2641400,787308,1691682,1947647,1489042,1460086,2439991,1645154,1222046,1131254,2762920,1702618,2472636,886928,499026,1339173,1154499,797562,2723698,31250.4,549306,3101915,5486566,7132707,641976,1887956,2763105,963464,991875,2192199,1405071,156252,1582700,1079101,4691606,1405485,1251595,850858,886188,31250.4,1174803,783824,3583553,930087,1454532,1173726,1598677,863939,1101207,1848912,1278590,1104969,3655399,1112984,31250.4,805045,1574383,1911585,4105528,2638263,3093799,1125091,928568,3433717,3277244,2794648,1467654,1429207
492.2741__253,18490.2,340784,18490.2,297671,666402,200663,1724814,1068444,591814,797867,415311,1390531,774532,527994,1271905,678165,737011,387860,1067154,555923,400817,2810905,787299,1688917,2014144,495244,1768484,1453499,2486716,438979,477988,564829,447575,384184,254754,618205,3956304,2408387,908001,2890901,18490.2,464588,18490.2,376244,958476,1113917,802849,3769591,1699462,1616697,830871,2271522,906613,588123,631232,360692,786174,963702,1061366,531268,472110,504375,308665,393533,427916,338711,1045339,636666,3862075,482149,1077910,911806,92451,209650,422851,222807,301107,281035,2039351,1538335,721396,545096,4122943,1127435,4031185,2108810,480073,1918676,1574063,1355698,2031623,1634419,487444,564383
492.2741__258.65,190703,1174171,190703,1470860,2328947,1218267,4209474,2606256,1850495,2814848,1977442,5272687,2108309,2254489,3590536,1420214,1725795,1568304,4014112,1721354,1359395,5878683,2416083,4416309,4732421,1796074,5405128,3541131,5746307,2018110,1853695,1911111,1480545,1482951,1154060,2489395,10428582,8529356,2782480,9670638,190703,2012423,190703,1271719,2912987,2468719,2701477,10601488,6079996,4290597,2086024,6175901,2013064,2375006,2359705,1318400,2558360,2978280,3493610,2169074,1673222,1943578,1232309,1783552,1707396,1695192,3755608,2825831,10969285,2191175,4094846,3000568,1177498,953515,1869529,1106712,1467791,1398296,4887754,4573309,2305099,2056088,15121889,2199573,9244641,4078057,1309450,4434304,4860023,5199024,4918649,4388270,1958061,2360588
492.2741__265.34,61284.2,458183,61284.2,561185,824620,505016,1621385,1126803,783364,1438584,678366,2142361,683352,954260,1165977,513212,773260,694254,1674339,746781,562132,2619026,1271051,1781311,1774729,955478,2331892,1552919,2539935,819546,702176,905674,601777,729476,637444,1086400,3972494,2685166,1044222,2745005,61284.2,803797,61284.2,487097,1365496,1189756,1211310,3732489,1982140,1761317,838976,2284608,985110,1288654,1150691,699585,1255910,1495097,1682495,1054647,771111,735752,620961,766454,725344,702632,1583952,1182754,3994239,1001670,1469207,1299024,615068,306421,905229,422491,598574,670737,2101044,1969123,899391,931676,5084763,1067020,3276265,1706161,680104,1720821,1956957,2329878,1904476,1639684,895021,1068560
452.312__477.25,4936743,5703932,3677889,5122130,6565241,6244036,8497892,9876153,6643186,6935834,6193245,8578592,7126330,6652889,9364631,5178346,6608126,6647972,7723457,5777963,5211557,15013231,8711485,11149064,13521667,6098053,9136896,11548467,16642707,5763708,8455529,7944381,5758378,5729108,5421248,7083042,17843481,17206030,6740193,17514145,4875518,5892715,5679864,7510523,8370931,7449095,7469316,14142658,7950637,9753265,735577.8,735577.8,5274467,7749137,7109581,4709733,6539111,10930881,9499323,7470133,7642627,6614333,5450366,7268208,6335807,7214403,6031346,6625829,18725300,6177057,8466183,6888833,5155636,5594568,5321346,5683466,6254035,5820073,11031303,7677940,8536932,6921516,19594878,7769267,17685518,735577.8,6790401,10917909,8870470,7028979,10090341,13034825,7322084,6767654
413.2176__210.05,317964,1075352,3491,902648,3491,650825,4287065,2398016,1105608,1265689,1032835,1822581,1238468,3491,3049219,1320276,1363092,1243992,3491,1377178,1820158,1996887,3037818,7010281,6670744,1185719,4718839,4226716,5598491,1236835,1188446,523203,977278,3491,712650,1216517,5997849,6775436,2069630,5134075,3491,3491,1047916,3491,2059097,1286757,3676781,3681928,3321369,1883198,2206753,2943554,1584816,2933596,5984398,1428306,3833384,3171690,3548340,1310051,1929230,1134593,731870,3491,1392018,915400,2242523,2294975,10123263,2123942,2862356,851934,552724,382626,3491,861577,1551784,1386989,2019664,17455,2296911,1776365,5355967,2383957,10735892,3855762,1845954,6789900,3120825,5805737,1491253,7224364,3491,2246377
413.2176__215.16,16887.4,462357,16887.4,522944,16887.4,336256,1223572,1074760,576456,582420,553411,1220972,594118,16887.4,3305750,639176,692511,501221,84437,750310,722694,3362690,1097625,2088126,2365187,596186,2013968,2009601,3064882,650834,865456,607709,1175138,16887.4,534550,629876,2904517,3390192,731443,3279327,16887.4,16887.4,540243,16887.4,585720,1705254,1165520,4770868,1966266,1937447,943465,1970736,693194,1183915,1843540,745246,1271101,1180305,1475971,649903,737458,717712,1264274,16887.4,492017,572371,969371,933761,4671911,1473156,1389835,1569254,316244,354030,16887.4,574674,714159,806554,2895692,16887.4,1033935,826470,3380362,1366664,3975495,2552259,657091,2657952,1302312,1558287,2967264,2978677,16887.4,1221257
413.2176__235.85,120592.6,607608,120592.6,759259,120592.6,617334,1300266,1166651,832020,986313,1560175,1313496,657860,120592.6,1574583,764734,840095,793946,120592.6,869755,1010611,2915553,1342587,2020049,2061184,1102051,2201483,2051450,3055366,934460,929951,1657529,1418429,120592.6,930913,1159642,2405309,2861275,1049080,2579931,120592.6,120592.6,641512,120592.6,1243986,3401633,1360198,3179206,2118778,2031993,1044099,2163287,1009931,2137702,1971098,857544,1533844,1684186,1712219,1074076,949966,816133,910066,120592.6,889353,611342,1187803,1225998,3273691,1630511,1515025,1931841,612188,602963,120592.6,862806,893865,1217913,3078062,120592.6,1503245,780148,2811061,1543648,3553438,2057597,931968,2011497,1386966,1716181,2741602,2689087,120592.6,1339550
413.2176__246.85,2325224,2546963,1049332,1674773,1311665,2711897,1578920,1651828,1305857,1962652,2583848,2105863,4360305,2766420,1905410,2657440,2506242,2919123,1094782,1333747,1249865,2444294,1243858,2196386,2762729,2325948,1728487,1819526,4661964,1365014,1242626,678806,535808,58429,522032,533889,428205,1150147,738244,1161653,608136,643909,121164,620060,789889,4927853,800863,548120,553255,1068946,189411,736538,150765,661407,315574,539239,243631,221664,870323,814347,765813,174995,467620,614098,1130612,975544,1113321,981471,1267075,1858355,922464,2949273,955765,1105216,1037408,956535,889671,1493153,1392211,816810,1318214,1134508,1350783,1284900,1581861,1091851,1043136,1251945,1095525,945334,1591518,1107686,798923,1098455
471.1137__180.53,4078565,11948634,1730279,3366746,4859129,5951635,3690186,4788258,6151747,3870700,5864091,3881889,1817205,2108403,2203054,4956343,4214401,3858964,9846776,1984092,206321,1967397,2482170,1031605,1144916,2833819,1064533,1316769,6151019,5263999,6674079,2546905,4571473,8293364,3565211,3395905,7312374,3010339,4575482,1506076,5082937,5313285,1505747,3142642,7530726,3053241,4068067,1668223,5131441,4336562,3105593,3315906,2424715,6173946,1706017,3602573,2931897,3876653,1944037,11752749,3316069,8417463,3121215,5515365,3361930,5891131,2947130,2844891,14959684,3680748,7143420,4516568,4811245,3634979,6119262,2698828,2267889,5174411,11352183,4073066,5062503,1257889,3984155,3420884,7365206,2517937,1277209,2983630,3057598,4675086,3106582,3674376,6864068,5268552
471.1137__185.61,3151840,4368031,1165427,2559853,4737025,3423031,1526614,2643723,2849417,2983879,3402049,3283922,1992275,2621819,1605080,3376369,2195368,3140637,2687785,2183575,143514,2475266,1115801,1690360,955892,3453785,1291803,1600881,2378559,3766584,3242187,1315662,2663889,3262092,2464011,1952547,2581973,1931061,2961503,1161498,3387644,2147784,1739030,3114309,6088880,1992850,1722033,1473377,3299750,3367730,2240802,2209676,1053652,2248160,848299,1882377,2032231,3730233,1775432,5748194,1928568,5348751,2526160,4033228,2816032,3742039,1331767,2475789,3151917,1910393,5844425,2368179,2775886,3577106,4139624,2647096,3206997,3035866,2982459,2955394,3735273,1141673,3354291,3108052,3484099,1461971,717570,2862417,1895845,2063397,2240531,2024152,3450099,2403219
492.2918__180.53,918844,1048096,1687300,1591442,971089,1359652,2348403,2868603,778838,2047252,936286,2528180,1605067,1750238,1828929,1383575,1122738,980971,2616505,1378873,2008476,3861309,2151086,2436670,3636423,942897,3719043,6833422,4153666,2088401,2221342,977817,1223826,706200,75577.4,2589914,75577.4,5189413,846359,2070195,75577.4,846069,75577.4,1242832,2820468,1449611,2026807,5222444,1542511,3393149,1750874,1470661,1194671,3731703,1837460,377887,2542376,2064940,2124008,1256484,2057693,929538,796138,1308826,1165502,788854,2871271,1762027,6256838,1138665,1768255,1690539,75577.4,75577.4,1144162,1579840,2001300,686993,4167536,3403051,1033951,2038290,5146516,1516750,4660136,1405877,1558722,3289626,2137983,3128089,3938718,5708417,4619666,75577.4
389.2552__204.7,4079994,4307941,1799584,2830481,2364213,4433415,2687324,2913402,2123957,3116124,4021473,3169137,7199958,4721095,3201184,4451819,4303356,4993395,2551616,2384630,2236146,3679784,2468091,4491424,5290952,3122698,4079608,4162905,7872312,2284377,2189737,349183,491643,304175,91934,368842,1330995,2171023,1719211,2144866,997581,1232599,324071,1247904,1278360,1503569,1572540,222229,1405860,1089477,507716,936989,559872,495010,1760037,1057614,1104836,656955,1562747,1249486,1607052,265925,163016,1246425,1980001,1604991,2049294,1451434,1945031,1633810,2191685,1672209,1440007,1349668,1843915,1406280,1544080,1672075,2316192,2474707,2185832,2009903,2028906,2270994,3119338,2183168,1737692,2751724,2394811,2070566,2403112,3016886,1523446,1569260
389.2552__207.38,2847316,3191933,764368,2710916,1918773,2108284,3897441,4402129,1401465,2796221,2960188,5577791,1433132,2007570,4739484,3215245,4116053,3620653,6963024,4132853,4960701,12637319,5948813,10769634,12686522,2759251,16230636,15011304,15860680,2327020,4263329,2744070,4002251,2673547,46865.8,2527700,11448987,12115036,7570573,11075459,46865.8,1948057,2546111,2416365,1772035,4570889,4866337,836287,14462804,234329,4202914,8900875,4450854,3778425,16518657,5019293,9120460,5512835,4774517,2128995,4827423,2038274,921565,2489264,3053489,1584612,4944180,3434358,6882399,4779469,9018859,3587065,1116097,46865.8,1328302,2678137,3062061,2020557,11447535,11740416,4591657,3044174,6463231,12339839,16267007,9965838,2380921,10603986,7629525,7592487,11993198,19151518,2100049,3560252
408.1323__41.76,814124.4,814124.4,4697997,7627564,5569384,10519478,814124.4,11773706,13506857,15635912,6504871,15092448,8576715,12052992,12039095,9528100,9206528,11293378,8509609,13597222,12843248,23407354,9097039,8237007,8623887,17914279,13140175,13258619,8295724,17098466,22497402,7132370,9256050,10965013,814124.4,7370066,9368868,21764172,15102888,8865672,4070622,7153089,9010897,16037395,22638056,10990841,12271754,22429423,13313713,16894341,9865876,9156583,11513595,10407933,20621456,15262137,13665591,12566405,8199509,9880486,15429373,13930722,17531423,20679647,10987495,35516605,9653594,814124.4,15946378,11115508,17545247,10077442,6900758,14806325,9566185,24513973,12711586,4169428,15440247,11061154,10905484,7874612,14109648,9035991,9580773,13301013,7853674,8782771,9565898,14988523,11860172,17681240,10426015,19154668
509.2397__233.44,2112358,8360875,10513200,16687819,18944119,8848055,8844056,7143043,7836250,18233083,18364849,13290468,19589907,5648890,9013718,15538575,8951195,9961171,12744738,12256207,33079033,18428165,6577176,6441908,13660224,18242881,16886794,17766797,16837032,18810580,6980584,11246461,10108825,11315983,6902556,19643206,8726007,7365921,6558518,12138366,10322393,10572594,5970991,17362905,19074583,36031633,9757988,11043355,14114753,11994695,14355237,18589538,10599209,11583160,22399891,22025565,8344971,5884427,17838367,30216426,26507153,10462871,12064409,13541550,4194689,10799330,24774273,14909290,2334144,22443253,20120525,3111907,10389664,10278173,10409937,9694865,13136046,23250547,19964245,37649132,15621351,19534793,14549848,13914706,24626416,9297867,7461375,9361080,4772326,16043302,8798074,18475958,11217508,5714959
408.1612__802.64,9466378,9073354,9683723,9137805,9091354,10009070,9470006,11731360,9832310,10520423,9819794,8374951,11414653,9473255,10234581,9647849,9712152,9017864,9385477,9989404,10688762,10743506,10165396,9981142,8984986,7988352,9660199,8073945,8667821,9039967,9320046,9476588,9599964,10208536,10250364,10940728,9471778,10198205,10773637,10004974,10479394,10786160,10136328,9028958,8894029,10108843,8507289,9034542,8205899,8580281,8410222,9004749,8437969,8147055,8822353,8444480,8989930,8587841,8514230,9512845,9689094,9574272,9638952,9218403,10885227,11309779,9770404,9541919,10035820,11074506,10693855,9696353,9570047,10872908,8820465,8196081,8634180,9302862,8403446,8862124,8943275,9200979,9760782,9235919,9566622,9484610,9451264,10420801,9242039,9797601,8747814,8248652,8751876,9447925
408.1612__810.93,11184365,11550693,12276125,11531160,13249587,13384763,11781129,10142080,12238545,10498691,12710420,13350012,13413755,13487251,11186472,10138414,10951574,9922595,10472546,11056690,13327584,10247694,10410994,10705380,10666990,10597568,10850088,10030192,9042098,11428383,10309861,10174260,11288802,10919031,11391577,11393430,11212922,11487132,11946200,11077317,11250291,11658672,11832124,11355406,9786426,11502916,11609331,10521120,11014026,10350225,10614591,10100923,11301873,11138131,11488661,11549533,11215456,11054125,12128715,11308803,11030633,11482354,11090130,11782227,11800951,10728889,10851074,12171641,11409570,12535401,11777066,11404728,12734273,12188822,10834661,9938813,9255904,10967041,7882489,10152741,10776547,11496622,10920154,9651026,9580875,8707119,11399595,10591003,11126639,10795483,11058286,9332409,11674021,11303868
452.3469__943.3,17928924,16089547,23081630,12967306,14848058,17578069,20177622,13335037,10293120,7581594,21047726,11132960,12466886,14936224,20179081,13171385,19776594,18597814,10223823,14176189,18074944,12574560,9004959,13490019,14257402,9482060,13757008,9378359,11257140,13900311,10967248,10194336,11239184,10044578,15778787,11719466,11505981,8877017,11197176,10945988,21780762,13102079,15198003,16173031,4742449,18095007,11851250,5900246,9408812,6304454,14123052,10069063,17310741,12263766,9078496,13890445,11368326,13957049,12101192,12360440,11292147,14720571,20951715,21155100,13065812,15049309,8680193,14922632,9385709,14171210,9610939,9139917,14012081,12093905,12628124,23070412,14288307,15223442,8867680,16386135,12347380,18606432,6416517,11738203,10173992,11593268,24554522,12507422,12633720,12260823,10090922,5829277,20760434,21260806
413.2411__158.33,4878513,4258475,6299363,8087809,3849515,5993618,9877968,5801267,6099696,10049960,5067443,18788045,3524337,8493316,10792506,8975728,7656940,8982639,32176926,8444875,11298766,72827711,6321746,12503278,11406272,6601356,15146177,33675944,49998297,14212315,8591488,3133567,8293524,4565293,4301289,10033156,77164327,57480428,5931115,26926570,1723645,4936617,2492039,9817065,15663366,6400521,12639835,99268012,21084949,51277119,5057447,6609985,5231518,22527947,7774395,5751294,7196480,8323068,13354735,5700246,15344224,6617460,3510714,5818142,5056267,8720444,27128516,9326216,128341202,6017733,21854591,13993597,3246621,2230388,6082457,4294811,5879115,5941668,69719843,15315401,4476008,11682583,137301655,13037717,81421734,17113809,7546439,20995997,15822596,42939100,31338282,114396618,15825337,4621111
452.3836__986.89,2873839,3766668,2567037,2220441,1957658,3961460,2570767,3044176,1410194,4084038,2133280,4411232,3056075,5422004,3007934,1364955,4027312,2585792,3803227,5415863,4522671,6500470,1953887,3149784,4775910,1532098,4234689,2944998,5064510,1922461,2248296,2985945,5049438,3874909,2754712,2606570,2843609,2415505,3638270,3401985,3278751,3139471,3623457,5732693,3370244,3156700,1735751,2892472,3542011,1442257,2703398,2508741,2663859,3045916,1828094,3232193,1261392,2806308,3831615,2596023,1313349,3080311,4000515,3709748,4065964,4268230,2796078,3164372,2771536,2269052,4335075,2820868,2258782,3763643,1687695,5475182,2451762,5290628,2448897,3263278,1919078,2294251,5131450,2906018,1981747,1315704,1712165,2783323,3066695,2961181,1873662,3033319,3128561,2824218
492.3782__960.69,2746137,6583724,3512393,1524874,2364688,4545121,1673493,3758624,1164578,5785048,2519054,4795888,2989570,5843878,2000316,1780361,4616555,2391955,3894143,4168805,5027223,8808278,2220100,2771250,5612439,2044639,6062195,3885157,6968207,2133314,2731455,3403997,3669477,3922836,3477737,2487671,2290219,2095945,3192050,4552478,2683145,2999900,4553745,3832397,2247807,3494148,2791821,2741944,3970628,1148618,3451912,2903467,3356710,3000330,2243751,3715911,1189690,1965411,3968893,2460612,1725061,3988006,4345794,3728066,3539617,4819101,2355060,2755714,2561734,2693110,3320993,2530529,2391771,3544001,1352689,5846149,2463969,5073042,3384350,5192213,1915378,1569330,3388400,3257665,1848535,1659030,1781095,2688484,3505917,3253143,1956716,2736782,3081613,3010200
492.3782__977,13693897,21544370,10467565,7009882,4779797,17483804,8258898,11812535,5322134,25251638,9637036,16371381,13500096,24076680,8522675,5425702,16772249,9157028,14026342,15070897,17410275,17252917,8962986,11654649,20981408,5189307,16712738,14643749,20831354,6759651,5838266,10022017,16265007,13666760,8786911,9489144,7577121,8082592,8969669,12220738,7541716,12822624,15361950,14707016,8869440,13385025,10082730,10902028,9890134,3567329,11148477,13571995,11619264,9949385,6252885,10392867,2529020,6544039,16250917,8903352,5306364,12400131,15767700,12913639,14644900,13987372,9478440,8432913,8910406,9031597,11205416,10285775,7270547,13335592,5726398,12098543,11249249,18452407,11267059,20413203,7701336,5022900,13910984,8558957,7705608,5236151,5005095,8578819,14016873,9968290,4449777,7700773,10737500,9325644
