"gene","edge","net"
"K13922","edg443","ko01100"
"K18366","edg444","ko01100"
"K13922","edg444","ko01100"
"K18366","edg445","ko01100"
"K13922","edg445","ko01100"
"K18366","edg446","ko01100"
"K13922","edg446","ko01100"
"K18366","edg447","ko01100"
"K13922","edg447","ko01100"
"K18366","edg448","ko01100"
"K13922","edg448","ko01100"
"K18366","edg449","ko01100"
"K13922","edg449","ko01100"
"K18366","edg450","ko01100"
"K13922","edg450","ko01100"
"K18366","edg451","ko01100"
"K13922","edg451","ko01100"
"K18366","edg452","ko01100"
"K13922","edg452","ko01100"
"K18366","edg453","ko01100"
"K13922","edg453","ko01100"
"K18366","edg454","ko01100"
"K13922","edg454","ko01100"
"K18366","edg455","ko01100"
"K13922","edg455","ko01100"
"K18366","edg456","ko01100"
"K13922","edg456","ko01100"
"K18366","edg457","ko01100"
"K13922","edg457","ko01100"
"K18366","edg458","ko01100"
"K13922","edg458","ko01100"
"K18366","edg459","ko01100"
"K13922","edg459","ko01100"
"K18366","edg460","ko01100"
"K13922","edg460","ko01100"
"K18366","edg461","ko01100"
"K13922","edg461","ko01100"
"K18366","edg462","ko01100"
"K13922","edg462","ko01100"
"K18366","edg463","ko01100"
"K13922","edg463","ko01100"
"K18366","edg464","ko01100"
"K13922","edg464","ko01100"
"K18366","edg465","ko01100"
"K13922","edg465","ko01100"
"K18366","edg466","ko01100"
"K13922","edg466","ko01100"
"K18366","edg467","ko01100"
"K13922","edg467","ko01100"
"K18366","edg468","ko01100"
"K13922","edg468","ko01100"
"K18366","edg469","ko01100"
"K13922","edg469","ko01100"
"K18366","edg470","ko01100"
"K13922","edg470","ko01100"
"K18366","edg471","ko01100"
"K13922","edg471","ko01100"
"K18366","edg472","ko01100"
"K13922","edg472","ko01100"
"K18366","edg473","ko01100"
"K13922","edg473","ko01100"
"K18366","edg474","ko01100"
"K13922","edg474","ko01100"
"K18366","edg475","ko01100"
"K13922","edg475","ko01100"
"K18366","edg476","ko01100"
"K13922","edg476","ko01100"
"K18366","edg477","ko01100"
"K13922","edg477","ko01100"
"K18366","edg478","ko01100"
"K13922","edg478","ko01100"
"K18366","edg479","ko01100"
"K13922","edg479","ko01100"
"K18366","edg480","ko01100"
"K13922","edg480","ko01100"
"K18366","edg481","ko01100"
"K13922","edg481","ko01100"
"K18366","edg482","ko01100"
"K13922","edg482","ko01100"
"K18366","edg483","ko01100"
"K13922","edg483","ko01100"
"K18366","edg484","ko01100"
"K13922","edg484","ko01100"
"K18366","edg485","ko01100"
"K13922","edg485","ko01100"
"K18366","edg486","ko01100"
"K13922","edg486","ko01100"
"K18366","edg487","ko01100"
"K13922","edg487","ko01100"
"K18366","edg488","ko01100"
"K13922","edg488","ko01100"
"K18366","edg489","ko01100"
"K13922","edg489","ko01100"
"K09483","edg490","ko01100"
"K26400","edg490","ko01100"
"K15652","edg490","ko01100"
"K09483","edg491","ko01100"
"K26400","edg491","ko01100"
"K15652","edg491","ko01100"
"K09483","edg492","ko01100"
"K26400","edg492","ko01100"
"K15652","edg492","ko01100"
"K09483","edg493","ko01100"
"K26400","edg493","ko01100"
"K15652","edg493","ko01100"
"K09483","edg494","ko01100"
"K26400","edg494","ko01100"
"K15652","edg494","ko01100"
"K09483","edg495","ko01100"
"K26400","edg495","ko01100"
"K15652","edg495","ko01100"
"K09483","edg496","ko01100"
"K26400","edg496","ko01100"
"K15652","edg496","ko01100"
"K09483","edg497","ko01100"
"K26400","edg497","ko01100"
"K15652","edg497","ko01100"
"K09483","edg498","ko01100"
"K26400","edg498","ko01100"
"K15652","edg498","ko01100"
"K09483","edg499","ko01100"
"K26400","edg499","ko01100"
"K15652","edg499","ko01100"
"K09483","edg500","ko01100"
"K26400","edg500","ko01100"
"K15652","edg500","ko01100"
"K09483","edg501","ko01100"
"K26400","edg501","ko01100"
"K15652","edg501","ko01100"
"K09483","edg502","ko01100"
"K26400","edg502","ko01100"
"K15652","edg502","ko01100"
"K09483","edg503","ko01100"
"K26400","edg503","ko01100"
"K15652","edg503","ko01100"
"K09483","edg504","ko01100"
"K26400","edg504","ko01100"
"K15652","edg504","ko01100"
"K09483","edg505","ko01100"
"K26400","edg505","ko01100"
"K15652","edg505","ko01100"
"K09483","edg506","ko01100"
"K26400","edg506","ko01100"
"K15652","edg506","ko01100"
"K09483","edg507","ko01100"
"K26400","edg507","ko01100"
"K15652","edg507","ko01100"
"K09483","edg508","ko01100"
"K26400","edg508","ko01100"
"K15652","edg508","ko01100"
"K09483","edg509","ko01100"
"K26400","edg509","ko01100"
"K15652","edg509","ko01100"
"K09483","edg510","ko01100"
"K26400","edg510","ko01100"
"K15652","edg510","ko01100"
"K09483","edg511","ko01100"
"K26400","edg511","ko01100"
"K15652","edg511","ko01100"
"K09483","edg512","ko01100"
"K26400","edg512","ko01100"
"K15652","edg512","ko01100"
"K09483","edg513","ko01100"
"K26400","edg513","ko01100"
"K15652","edg513","ko01100"
"K09483","edg514","ko01100"
"K26400","edg514","ko01100"
"K15652","edg514","ko01100"
"K09483","edg515","ko01100"
"K26400","edg515","ko01100"
"K15652","edg515","ko01100"
"K09483","edg516","ko01100"
"K26400","edg516","ko01100"
"K15652","edg516","ko01100"
"K09483","edg517","ko01100"
"K26400","edg517","ko01100"
"K15652","edg517","ko01100"
"K09483","edg518","ko01100"
"K26400","edg518","ko01100"
"K15652","edg518","ko01100"
"K09483","edg519","ko01100"
"K26400","edg519","ko01100"
"K15652","edg519","ko01100"
"K09483","edg520","ko01100"
"K26400","edg520","ko01100"
"K15652","edg520","ko01100"
"K09483","edg521","ko01100"
"K26400","edg521","ko01100"
"K15652","edg521","ko01100"
"K09483","edg522","ko01100"
"K26400","edg522","ko01100"
"K15652","edg522","ko01100"
"K09483","edg523","ko01100"
"K26400","edg523","ko01100"
"K15652","edg523","ko01100"
"K09483","edg524","ko01100"
"K26400","edg524","ko01100"
"K15652","edg524","ko01100"
"K09483","edg525","ko01100"
"K26400","edg525","ko01100"
"K15652","edg525","ko01100"
"K09483","edg526","ko01100"
"K26400","edg526","ko01100"
"K15652","edg526","ko01100"
"K09483","edg527","ko01100"
"K26400","edg527","ko01100"
"K15652","edg527","ko01100"
"K09483","edg528","ko01100"
"K26400","edg528","ko01100"
"K15652","edg528","ko01100"
"K09483","edg529","ko01100"
"K26400","edg529","ko01100"
"K15652","edg529","ko01100"
"K09483","edg530","ko01100"
"K26400","edg530","ko01100"
"K15652","edg530","ko01100"
"K09483","edg531","ko01100"
"K26400","edg531","ko01100"
"K15652","edg531","ko01100"
"K09483","edg532","ko01100"
"K26400","edg532","ko01100"
"K15652","edg532","ko01100"
"K09483","edg533","ko01100"
"K26400","edg533","ko01100"
"K15652","edg533","ko01100"
"K09483","edg534","ko01100"
"K26400","edg534","ko01100"
"K15652","edg534","ko01100"
"K09483","edg535","ko01100"
"K26400","edg535","ko01100"
"K15652","edg535","ko01100"
"K09483","edg536","ko01100"
"K26400","edg536","ko01100"
"K15652","edg536","ko01100"
"K09483","edg537","ko01100"
"K26400","edg537","ko01100"
"K15652","edg537","ko01100"
"K09483","edg538","ko01100"
"K26400","edg538","ko01100"
"K15652","edg538","ko01100"
"K09483","edg539","ko01100"
"K26400","edg539","ko01100"
"K15652","edg539","ko01100"
"K09483","edg540","ko01100"
"K26400","edg540","ko01100"
"K15652","edg540","ko01100"
"K09483","edg541","ko01100"
"K26400","edg541","ko01100"
"K15652","edg541","ko01100"
"K09483","edg542","ko01100"
"K26400","edg542","ko01100"
"K15652","edg542","ko01100"
"K09483","edg543","ko01100"
"K26400","edg543","ko01100"
"K15652","edg543","ko01100"
"K09483","edg544","ko01100"
"K26400","edg544","ko01100"
"K15652","edg544","ko01100"
"K09483","edg545","ko01100"
"K26400","edg545","ko01100"
"K15652","edg545","ko01100"
"K09483","edg546","ko01100"
"K26400","edg546","ko01100"
"K15652","edg546","ko01100"
"K09483","edg547","ko01100"
"K26400","edg547","ko01100"
"K15652","edg547","ko01100"
"K09483","edg548","ko01100"
"K26400","edg548","ko01100"
"K15652","edg548","ko01100"
"K09483","edg549","ko01100"
"K26400","edg549","ko01100"
"K15652","edg549","ko01100"
"K09483","edg550","ko01100"
"K26400","edg550","ko01100"
"K15652","edg550","ko01100"
"K09483","edg551","ko01100"
"K26400","edg551","ko01100"
"K15652","edg551","ko01100"
"K09483","edg552","ko01100"
"K26400","edg552","ko01100"
"K15652","edg552","ko01100"
"K09483","edg553","ko01100"
"K26400","edg553","ko01100"
"K15652","edg553","ko01100"
"K09483","edg554","ko01100"
"K26400","edg554","ko01100"
"K15652","edg554","ko01100"
"K09483","edg555","ko01100"
"K26400","edg555","ko01100"
"K15652","edg555","ko01100"
"K09483","edg556","ko01100"
"K26400","edg556","ko01100"
"K15652","edg556","ko01100"
"K09483","edg557","ko01100"
"K26400","edg557","ko01100"
"K15652","edg557","ko01100"
"K09483","edg558","ko01100"
"K26400","edg558","ko01100"
"K15652","edg558","ko01100"
"K09483","edg559","ko01100"
"K26400","edg559","ko01100"
"K15652","edg559","ko01100"
"K09483","edg560","ko01100"
"K26400","edg560","ko01100"
"K15652","edg560","ko01100"
"K09483","edg561","ko01100"
"K26400","edg561","ko01100"
"K15652","edg561","ko01100"
"K09483","edg562","ko01100"
"K26400","edg562","ko01100"
"K15652","edg562","ko01100"
"K09483","edg563","ko01100"
"K26400","edg563","ko01100"
"K15652","edg563","ko01100"
"K09483","edg564","ko01100"
"K26400","edg564","ko01100"
"K15652","edg564","ko01100"
"K09483","edg565","ko01100"
"K26400","edg565","ko01100"
"K15652","edg565","ko01100"
"K09483","edg566","ko01100"
"K26400","edg566","ko01100"
"K15652","edg566","ko01100"
"K09483","edg567","ko01100"
"K26400","edg567","ko01100"
"K15652","edg567","ko01100"
"K09483","edg568","ko01100"
"K26400","edg568","ko01100"
"K15652","edg568","ko01100"
"K09483","edg569","ko01100"
"K26400","edg569","ko01100"
"K15652","edg569","ko01100"
"K09483","edg570","ko01100"
"K26400","edg570","ko01100"
"K15652","edg570","ko01100"
"K09483","edg571","ko01100"
"K26400","edg571","ko01100"
"K15652","edg571","ko01100"
"K09483","edg572","ko01100"
"K26400","edg572","ko01100"
"K15652","edg572","ko01100"
"K09483","edg573","ko01100"
"K26400","edg573","ko01100"
"K15652","edg573","ko01100"
"K09483","edg574","ko01100"
"K26400","edg574","ko01100"
"K15652","edg574","ko01100"
"K01763","edg575","ko01100"
"K11717","edg575","ko01100"
"K01763","edg576","ko01100"
"K11717","edg576","ko01100"
"K01763","edg577","ko01100"
"K11717","edg577","ko01100"
"K01763","edg578","ko01100"
"K11717","edg578","ko01100"
"K01763","edg579","ko01100"
"K11717","edg579","ko01100"
"K01763","edg580","ko01100"
"K11717","edg580","ko01100"
"K01763","edg581","ko01100"
"K11717","edg581","ko01100"
"K01763","edg582","ko01100"
"K11717","edg582","ko01100"
"K01763","edg583","ko01100"
"K11717","edg583","ko01100"
"K01763","edg584","ko01100"
"K11717","edg584","ko01100"
"K01763","edg585","ko01100"
"K11717","edg585","ko01100"
"K01763","edg586","ko01100"
"K11717","edg586","ko01100"
"K01763","edg587","ko01100"
"K11717","edg587","ko01100"
"K01763","edg588","ko01100"
"K11717","edg588","ko01100"
"K01763","edg589","ko01100"
"K11717","edg589","ko01100"
"K01763","edg590","ko01100"
"K11717","edg590","ko01100"
"K01763","edg591","ko01100"
"K11717","edg591","ko01100"
"K01763","edg592","ko01100"
"K11717","edg592","ko01100"
"K01763","edg593","ko01100"
"K11717","edg593","ko01100"
"K01763","edg594","ko01100"
"K11717","edg594","ko01100"
"K01763","edg595","ko01100"
"K11717","edg595","ko01100"
"K01763","edg596","ko01100"
"K11717","edg596","ko01100"
"K01763","edg597","ko01100"
"K11717","edg597","ko01100"
"K01763","edg598","ko01100"
"K11717","edg598","ko01100"
"K01763","edg599","ko01100"
"K11717","edg599","ko01100"
"K01763","edg600","ko01100"
"K11717","edg600","ko01100"
"K01763","edg601","ko01100"
"K11717","edg601","ko01100"
"K01763","edg602","ko01100"
"K11717","edg602","ko01100"
"K01763","edg603","ko01100"
"K11717","edg603","ko01100"
"K01763","edg604","ko01100"
"K11717","edg604","ko01100"
"K01763","edg605","ko01100"
"K11717","edg605","ko01100"
"K01763","edg606","ko01100"
"K11717","edg606","ko01100"
"K01763","edg607","ko01100"
"K11717","edg607","ko01100"
"K01763","edg608","ko01100"
"K11717","edg608","ko01100"
"K01763","edg609","ko01100"
"K11717","edg609","ko01100"
"K01763","edg610","ko01100"
"K11717","edg610","ko01100"
"K01763","edg611","ko01100"
"K11717","edg611","ko01100"
"K01763","edg612","ko01100"
"K11717","edg612","ko01100"
"K16954","edg613","ko01100"
"K16955","edg613","ko01100"
"K16954","edg614","ko01100"
"K16955","edg614","ko01100"
"K16954","edg615","ko01100"
"K16955","edg615","ko01100"
"K16954","edg616","ko01100"
"K16955","edg616","ko01100"
"K16954","edg617","ko01100"
"K16955","edg617","ko01100"
"K16954","edg618","ko01100"
"K16955","edg618","ko01100"
"K16954","edg619","ko01100"
"K16955","edg619","ko01100"
"K16954","edg620","ko01100"
"K16955","edg620","ko01100"
"K16954","edg621","ko01100"
"K16955","edg621","ko01100"
"K16954","edg622","ko01100"
"K16955","edg622","ko01100"
"K16954","edg623","ko01100"
"K16955","edg623","ko01100"
"K16954","edg624","ko01100"
"K16955","edg624","ko01100"
"K16954","edg625","ko01100"
"K16955","edg625","ko01100"
"K16954","edg626","ko01100"
"K16955","edg626","ko01100"
"K16954","edg627","ko01100"
"K16955","edg627","ko01100"
"K16954","edg628","ko01100"
"K16955","edg628","ko01100"
"K16954","edg629","ko01100"
"K16955","edg629","ko01100"
"K16954","edg630","ko01100"
"K16955","edg630","ko01100"
"K16954","edg631","ko01100"
"K16955","edg631","ko01100"
"K16954","edg632","ko01100"
"K16955","edg632","ko01100"
"K16954","edg633","ko01100"
"K16955","edg633","ko01100"
"K16954","edg634","ko01100"
"K16955","edg634","ko01100"
"K16954","edg635","ko01100"
"K16955","edg635","ko01100"
"K16954","edg636","ko01100"
"K16955","edg636","ko01100"
"K16954","edg637","ko01100"
"K16955","edg637","ko01100"
"K16954","edg638","ko01100"
"K16955","edg638","ko01100"
"K16954","edg639","ko01100"
"K16955","edg639","ko01100"
"K16954","edg640","ko01100"
"K16955","edg640","ko01100"
"K16954","edg641","ko01100"
"K16955","edg641","ko01100"
"K16954","edg642","ko01100"
"K16955","edg642","ko01100"
"K16954","edg643","ko01100"
"K16955","edg643","ko01100"
"K16954","edg644","ko01100"
"K16955","edg644","ko01100"
"K16954","edg645","ko01100"
"K16955","edg645","ko01100"
"K16954","edg646","ko01100"
"K16955","edg646","ko01100"
"K16954","edg647","ko01100"
"K16955","edg647","ko01100"
"K16954","edg648","ko01100"
"K16955","edg648","ko01100"
"K16954","edg649","ko01100"
"K16955","edg649","ko01100"
"K15918","edg650","ko01100"
"K01623","edg651","ko01100"
"K01624","edg651","ko01100"
"K11645","edg651","ko01100"
"K01622","edg651","ko01100"
"K16305","edg651","ko01100"
"K16306","edg651","ko01100"
"K01623","edg652","ko01100"
"K01624","edg652","ko01100"
"K11645","edg652","ko01100"
"K01622","edg652","ko01100"
"K16305","edg652","ko01100"
"K16306","edg652","ko01100"
"K01623","edg653","ko01100"
"K01624","edg653","ko01100"
"K11645","edg653","ko01100"
"K01622","edg653","ko01100"
"K16305","edg653","ko01100"
"K16306","edg653","ko01100"
"K01623","edg654","ko01100"
"K01624","edg654","ko01100"
"K11645","edg654","ko01100"
"K01622","edg654","ko01100"
"K16305","edg654","ko01100"
"K16306","edg654","ko01100"
"K01623","edg655","ko01100"
"K01624","edg655","ko01100"
"K11645","edg655","ko01100"
"K01622","edg655","ko01100"
"K16305","edg655","ko01100"
"K16306","edg655","ko01100"
"K01623","edg656","ko01100"
"K01624","edg656","ko01100"
"K11645","edg656","ko01100"
"K01622","edg656","ko01100"
"K16305","edg656","ko01100"
"K16306","edg656","ko01100"
"K01623","edg657","ko01100"
"K01624","edg657","ko01100"
"K11645","edg657","ko01100"
"K01622","edg657","ko01100"
"K16305","edg657","ko01100"
"K16306","edg657","ko01100"
"K01623","edg658","ko01100"
"K01624","edg658","ko01100"
"K11645","edg658","ko01100"
"K01622","edg658","ko01100"
"K16305","edg658","ko01100"
"K16306","edg658","ko01100"
"K01623","edg659","ko01100"
"K01624","edg659","ko01100"
"K11645","edg659","ko01100"
"K01622","edg659","ko01100"
"K16305","edg659","ko01100"
"K16306","edg659","ko01100"
"K01623","edg660","ko01100"
"K01624","edg660","ko01100"
"K11645","edg660","ko01100"
"K01622","edg660","ko01100"
"K16305","edg660","ko01100"
"K16306","edg660","ko01100"
"K01623","edg661","ko01100"
"K01624","edg661","ko01100"
"K11645","edg661","ko01100"
"K01622","edg661","ko01100"
"K16305","edg661","ko01100"
"K16306","edg661","ko01100"
"K01623","edg662","ko01100"
"K01624","edg662","ko01100"
"K11645","edg662","ko01100"
"K01622","edg662","ko01100"
"K16305","edg662","ko01100"
"K16306","edg662","ko01100"
"K01623","edg663","ko01100"
"K01624","edg663","ko01100"
"K11645","edg663","ko01100"
"K01622","edg663","ko01100"
"K16305","edg663","ko01100"
"K16306","edg663","ko01100"
"K01623","edg664","ko01100"
"K01624","edg664","ko01100"
"K11645","edg664","ko01100"
"K01622","edg664","ko01100"
"K16305","edg664","ko01100"
"K16306","edg664","ko01100"
"K01601","edg665","ko01100"
"K01602","edg665","ko01100"
"K01601","edg666","ko01100"
"K01602","edg666","ko01100"
"K01601","edg667","ko01100"
"K01602","edg667","ko01100"
"K01601","edg668","ko01100"
"K01602","edg668","ko01100"
"K01601","edg669","ko01100"
"K01602","edg669","ko01100"
"K01601","edg670","ko01100"
"K01602","edg670","ko01100"
"K01601","edg671","ko01100"
"K01602","edg671","ko01100"
"K01601","edg672","ko01100"
"K01602","edg672","ko01100"
"K01601","edg673","ko01100"
"K01602","edg673","ko01100"
"K01601","edg674","ko01100"
"K01602","edg674","ko01100"
"K01601","edg675","ko01100"
"K01602","edg675","ko01100"
"K01601","edg676","ko01100"
"K01602","edg676","ko01100"
"K01601","edg677","ko01100"
"K01602","edg677","ko01100"
"K01601","edg678","ko01100"
"K01602","edg678","ko01100"
"K01601","edg679","ko01100"
"K01602","edg679","ko01100"
"K01601","edg680","ko01100"
"K01602","edg680","ko01100"
"K01601","edg681","ko01100"
"K01602","edg681","ko01100"
"K01601","edg682","ko01100"
"K01602","edg682","ko01100"
"K01601","edg683","ko01100"
"K01602","edg683","ko01100"
"K01601","edg684","ko01100"
"K01602","edg684","ko01100"
"K01601","edg685","ko01100"
"K01602","edg685","ko01100"
"K01601","edg686","ko01100"
"K01602","edg686","ko01100"
"K01601","edg687","ko01100"
"K01602","edg687","ko01100"
"K01601","edg688","ko01100"
"K01602","edg688","ko01100"
"K01601","edg689","ko01100"
"K01602","edg689","ko01100"
"K01601","edg690","ko01100"
"K01602","edg690","ko01100"
"K01601","edg691","ko01100"
"K01602","edg691","ko01100"
"K01601","edg692","ko01100"
"K01602","edg692","ko01100"
"K01601","edg693","ko01100"
"K01602","edg693","ko01100"
"K01601","edg694","ko01100"
"K01602","edg694","ko01100"
"K01601","edg695","ko01100"
"K01602","edg695","ko01100"
"K01601","edg696","ko01100"
"K01602","edg696","ko01100"
"K01601","edg697","ko01100"
"K01602","edg697","ko01100"
"K01601","edg698","ko01100"
"K01602","edg698","ko01100"
"K01601","edg699","ko01100"
"K01602","edg699","ko01100"
"K01601","edg700","ko01100"
"K01602","edg700","ko01100"
"K01601","edg701","ko01100"
"K01602","edg701","ko01100"
"K01601","edg702","ko01100"
"K01602","edg702","ko01100"
"K26933","edg703","ko01100"
"K26933","edg704","ko01100"
"K26933","edg705","ko01100"
"K26933","edg706","ko01100"
"K26933","edg707","ko01100"
"K26933","edg708","ko01100"
"K26933","edg709","ko01100"
"K26933","edg710","ko01100"
"K26933","edg711","ko01100"
"K26933","edg712","ko01100"
"K26933","edg713","ko01100"
"K26933","edg714","ko01100"
"K26933","edg715","ko01100"
"K01730","edg716","ko01100"
"K01730","edg717","ko01100"
"K01730","edg718","ko01100"
"K01730","edg719","ko01100"
"K01730","edg720","ko01100"
"K01730","edg721","ko01100"
"K01730","edg722","ko01100"
"K01730","edg723","ko01100"
"K01730","edg724","ko01100"
